category,video_id,onset,offset
Church bell,qRUirWhTreY,0,10
Church bell,LZYidtJoWO8,1,10
Church bell,RmnYpN3XxXw,0,10
Church bell,_QQP43H56TA,0,10
Church bell,-leVhma9zaA,7,10
Church bell,7XZMKE9bgR0,0,10
Church bell,howjD-RiwKA,0,10
Church bell,8H9eDAVMtMc,5,10
Church bell,88pXcwZowhM,0,10
Church bell,hOuyJFqb4JM,0,5
Church bell,dnGW30q_7IA,0,10
Church bell,TTYevyM_tUw,0,10
Church bell,LVfwQqtcSfw,0,6
Church bell,IW-EBHnhHAI,0,10
Church bell,tr-C-X-GOXk,0,10
Church bell,aMacjQ9_4FY,0,10
Church bell,aCFSsc8Q4So,0,10
Church bell,RUQfqCEo734,0,10
Church bell,oM5CRdBtKao,0,10
Church bell,f8uli6eFAss,0,10
Church bell,0FBFWPKJNIU,0,10
Church bell,i7LbVHMrs_8,0,10
Church bell,rAk7tyXYIU8,0,7
Church bell,gxI_VHCV6qM,0,10
Church bell,mkijyf_P1Wo,0,8
Church bell,2GhLSOPjGMA,0,10
"Male speech, man speaking",0giAfYq9oVM,3,9
"Male speech, man speaking",0jr-YC7JdwQ,6,10
"Male speech, man speaking",-hChcJAh5N0,5,10
"Male speech, man speaking",-en7GAdXAQk,0,8
"Male speech, man speaking",-8RuvUaOmz4,7,10
"Male speech, man speaking",0Jm6aODb5JQ,0,10
"Male speech, man speaking",-oxIb4pGuh4,2,6
"Male speech, man speaking",0xP4cFo4rzA,6,10
"Male speech, man speaking",-ccciEuH9FE,5,10
"Male speech, man speaking",0vZ2g3F31g8,0,2
"Male speech, man speaking",-DynYB9o5yg,1,4
"Male speech, man speaking",-QmzOJHDwH8,0,10
"Male speech, man speaking",-oQdrnUIhVw,4,7
"Male speech, man speaking",0g_yL-_a0k8,7,10
"Male speech, man speaking",0_p7OHdHpiM,0,5
"Male speech, man speaking",-JZQwilSX9k,1,8
"Male speech, man speaking",15pI-cO__lE,0,10
"Male speech, man speaking",-fLESpwoaCI,7,10
"Male speech, man speaking",-BxHbvWUGms,1,5
"Male speech, man speaking",17PmRIJG9BQ,3,10
"Male speech, man speaking",-vx9zMc57AU,2,10
"Male speech, man speaking",-eF_bRS5kP0,2,10
"Male speech, man speaking",-v9k87jYE0Q,7,9
"Male speech, man speaking",-NhJg_6k9CU,0,10
"Male speech, man speaking",0-tUz87_uLU,0,10
"Male speech, man speaking",16BtpSCufU0,1,10
"Male speech, man speaking",-XcvdK9LNv4,2,6
"Male speech, man speaking",17gznXK9h44,1,10
"Male speech, man speaking",-KXbozG7cxQ,0,10
"Male speech, man speaking",0PRVVZXqqv4,1,10
"Male speech, man speaking",-EsCFzhpfCI,4,10
"Male speech, man speaking",-pi6fEexydo,3,5
"Male speech, man speaking",0779k0IOxkw,0,6
"Male speech, man speaking",0Glu5tCvIo0,8,10
"Male speech, man speaking",-H6BJfRqeno,3,9
"Male speech, man speaking",0rCdk2iMHSQ,1,4
"Male speech, man speaking",0-aEZiPFkzE,0,7
"Male speech, man speaking",0MWno7YOWK4,5,8
"Male speech, man speaking",-oLwINFIPQs,0,8
"Male speech, man speaking",05SgWQlOGeU,4,10
"Male speech, man speaking",0qvQIuQoODo,1,4
"Male speech, man speaking",0i24WckNCeE,3,10
"Male speech, man speaking",0rv-EVSEUUU,0,9
"Male speech, man speaking",0BhWZstb-Ns,0,8
"Male speech, man speaking",00N83yxKYUI,0,5
"Male speech, man speaking",-wRJDykO59w,2,5
"Male speech, man speaking",-3jhHgFEUp4,6,10
"Male speech, man speaking",0SbjiZgDK-M,2,4
"Male speech, man speaking",-j9TbKCJMwI,7,10
"Male speech, man speaking",-3rT1s94s3c,1,5
"Male speech, man speaking",06OCI6Yo7a0,1,10
"Male speech, man speaking",0Y1fEvTB5zw,3,5
"Male speech, man speaking",0doFG6PA1vs,0,4
"Male speech, man speaking",0FF2Dm9GMDE,1,10
"Male speech, man speaking",-x1JLdRWdIM,2,10
"Male speech, man speaking",0LJrMyxxxfo,5,10
"Male speech, man speaking",-GL6Sw_U1gk,6,10
"Male speech, man speaking",018WshwFA94,2,10
"Male speech, man speaking",0wVM3uHLbfE,0,10
"Male speech, man speaking",-Yus8Ut2fUE,7,10
"Male speech, man speaking",-N0eWDX5v8Y,0,3
"Male speech, man speaking",-XmzKGZUnA4,2,10
"Male speech, man speaking",-dqRTbErvlU,7,10
"Male speech, man speaking",-ZpfXjmTrI8,1,8
"Male speech, man speaking",17AsI52QIx8,4,10
"Male speech, man speaking",0RoAsnTIm5Q,1,5
"Male speech, man speaking",16g2BbGnkqw,0,10
"Male speech, man speaking",-mstarcmomw,1,10
"Male speech, man speaking",00AoQ3PeETk,0,2
"Male speech, man speaking",0vJPhb4hqUw,0,3
"Male speech, man speaking",04pxOCRZfhg,0,3
"Male speech, man speaking",-MKuawzxvVU,4,10
"Male speech, man speaking",08IBKf1jJQ8,3,6
"Male speech, man speaking",0Qt3f3Mj2Gs,6,10
"Male speech, man speaking",-GSCu896zWQ,0,10
"Male speech, man speaking",-_TT79lrHvU,0,10
"Male speech, man speaking",0wl59FGpEIw,0,10
"Male speech, man speaking",0PGdsvvYLag,7,10
"Male speech, man speaking",03tTdPYjDbI,0,10
"Male speech, man speaking",0Ef6e4vYmN8,1,10
"Male speech, man speaking",0Bq0HyHm6_8,0,10
"Male speech, man speaking",0GUjeQgnxq0,2,7
"Male speech, man speaking",0FJMXT1NJQM,6,10
"Male speech, man speaking",0zPU4mw3bvY,0,10
"Male speech, man speaking",-s3-Hnlvr3c,3,10
"Male speech, man speaking",-C8lz1HKEuo,1,6
"Male speech, man speaking",0BV2NBQzQ5A,0,5
"Male speech, man speaking",-tXAMX0Jusk,7,10
"Male speech, man speaking",04Q-e-iNVi8,1,7
"Male speech, man speaking",0NYUK2Ba3eA,0,4
"Male speech, man speaking",0MekMqiPc3A,0,2
"Male speech, man speaking",13FuRK9C3Yc,0,10
"Male speech, man speaking",0X_M1R4YwP4,0,10
"Male speech, man speaking",-t03ktje7jE,0,10
"Male speech, man speaking",-qesxG4nu14,1,10
"Male speech, man speaking",-TCDqe327us,0,4
"Male speech, man speaking",-UCPBAWhQAM,6,10
"Male speech, man speaking",-HRtMJCRP8I,1,3
"Male speech, man speaking",-AVfxHm4Y9A,0,10
"Male speech, man speaking",0teEyWmhLj4,0,9
"Male speech, man speaking",0z5DjT0a860,0,10
"Male speech, man speaking",-tw8rn9BZ7o,0,10
"Male speech, man speaking",0HGsJff6DOo,3,10
"Male speech, man speaking",0RnOTiwvgK4,0,10
"Male speech, man speaking",-yNaUfYJsdo,0,10
"Male speech, man speaking",-v_0rhBaWfQ,5,10
"Male speech, man speaking",-W_RCk7aPOg,1,10
"Male speech, man speaking",11RPJloKKWw,1,10
"Male speech, man speaking",0yjCNGc9Nrs,3,10
"Male speech, man speaking",-FdpRMw2CYs,0,10
"Male speech, man speaking",-n4MmiWZnGc,5,10
"Male speech, man speaking",-X4Ir4_DY5E,0,9
"Male speech, man speaking",0qPqcZFmwEQ,0,10
"Male speech, man speaking",-LvLoYGVfX4,5,7
"Male speech, man speaking",0Wf1CysN0Ns,0,10
"Male speech, man speaking",0I9Vt2x71d8,5,10
"Male speech, man speaking",00vW6hUFKRQ,3,10
"Male speech, man speaking",0EJFXZmK4LM,1,10
"Male speech, man speaking",-YpRG5qEj-A,0,10
"Male speech, man speaking",0Te4VzJujsw,4,10
"Male speech, man speaking",0fLBygmve-E,0,10
"Male speech, man speaking",-JDu_58J-vY,0,10
"Male speech, man speaking",0RrXwp-m6uY,7,10
"Male speech, man speaking",09Y1LChhP3s,1,3
"Male speech, man speaking",0dOhn114Xng,4,10
"Male speech, man speaking",10oHszPLzGg,4,9
"Male speech, man speaking",-sWYVL21pew,5,10
"Male speech, man speaking",-2xvB13pgTY,0,7
"Male speech, man speaking",0BtXs8pJmOg,7,10
"Male speech, man speaking",-ipvocZCWjs,3,8
"Male speech, man speaking",0SLli-eh_Dw,5,9
"Male speech, man speaking",0jK24ewcIdE,0,10
"Male speech, man speaking",-J_mFjrsMlo,3,10
"Male speech, man speaking",0JDc79hZo5k,6,10
"Male speech, man speaking",-tmrgIt90mA,0,10
"Male speech, man speaking",-nJBHEz-3ls,0,6
"Male speech, man speaking",-BQU6akf0qQ,0,5
"Male speech, man speaking",0KRqW2_b2wI,1,10
"Male speech, man speaking",-4p4mZRIJ1s,7,10
"Male speech, man speaking",0Gr7r7oTlqo,0,10
"Male speech, man speaking",-Jnhn1NE54g,0,4
"Male speech, man speaking",-lyM-5oOCjI,0,10
"Male speech, man speaking",03Uae8NuzNE,0,10
"Male speech, man speaking",14S_r3opEFY,0,10
"Male speech, man speaking",-q4HLzyMUxc,0,9
"Male speech, man speaking",--HuBNHXu9I,0,10
"Male speech, man speaking",0pe9Azqa3N8,6,10
"Male speech, man speaking",-hr5XT5TOEY,4,10
"Male speech, man speaking",-ogkuDwDw_s,7,10
"Male speech, man speaking",131FX2gFLiE,0,6
"Male speech, man speaking",-tbgjodN-EU,0,10
"Male speech, man speaking",0NmA9tKpBdw,0,10
"Male speech, man speaking",-9R4WPSKE3Q,0,10
"Male speech, man speaking",0duq5feaxqY,2,8
"Male speech, man speaking",0I_WwkebbeM,0,10
"Male speech, man speaking",0igJQMIXtMw,4,10
"Male speech, man speaking",0nqBKZrV_4o,0,2
"Male speech, man speaking",-2mdF47kZ2o,0,6
"Male speech, man speaking",0vjGsf9FLgE,0,10
"Male speech, man speaking",0mwUH8lRgFc,3,10
"Male speech, man speaking",0NIIiiFRmhs,0,10
"Male speech, man speaking",-E-Bd2J7Efo,2,10
"Male speech, man speaking",0MosKyMBihk,0,10
"Male speech, man speaking",0PS5dpjl7Vk,0,10
"Male speech, man speaking",-RlKkB4IcwE,0,10
"Male speech, man speaking",0zz6Hz52uHs,0,3
"Male speech, man speaking",-1UcysYcIKg,0,10
"Male speech, man speaking",-nJIexRFfVQ,7,10
"Male speech, man speaking",092mHVjlvaM,0,6
"Male speech, man speaking",16z_7p3kOQw,0,10
"Male speech, man speaking",-HJ6gu8nvYI,0,10
"Male speech, man speaking",-q_9x5bLKyM,6,10
"Male speech, man speaking",0f7iF3vw50Y,0,3
"Male speech, man speaking",-0O7GsELcIQ,0,10
"Male speech, man speaking",0rpm7fu8kOA,0,3
"Male speech, man speaking",17tdWaF8VdA,0,8
Bark,3jS8tWfLJxI,7,9
Bark,E_1Asfq8it4,0,3
Bark,1H2XD5lUp8w,0,10
Bark,NZMDi4ZRjjQ,0,6
Bark,BKRWEAYxHg0,0,10
Bark,8B0fnWSFtyQ,0,4
Bark,8ElyGpd6vcM,0,10
Bark,5pSsC39eUHw,0,10
Bark,03LzjpuHPT0,0,10
Bark,7Hn6I8Sxr2c,0,10
Bark,MkJuGDph-1k,5,10
Bark,3xbAoVtkinI,3,6
Bark,8C3AADRMw-4,2,10
Bark,6e0_dUsCsVU,1,10
Bark,077_m7wNT3I,0,10
Bark,6o8Iq_QBZoQ,5,10
Bark,Az3L_C6lAN0,3,5
Bark,3nWeAosWK40,6,10
Bark,1wJoXRIRBfI,3,5
Bark,3mV_kzIAfb8,0,6
Bark,Lj3XXQvlbRg,0,6
Bark,BHdi8AH1McE,1,10
Bark,FM23Hwa0JxI,0,7
Bark,4AYySiliYAw,0,10
Bark,41TTeZMRpzs,0,2
Bark,H-vKvvhul2s,7,10
Bark,84Fw-jojR6E,0,5
Bark,88hi2RUL7UE,0,4
Bark,L19JIkJveBA,0,3
Bark,2uRe-e8RVEM,3,5
Bark,Dc8UmmjIAWE,0,4
Bark,KfCBT0XvTPw,1,10
Bark,C36VKCXQT3c,3,5
Bark,3k06yhK3sfk,0,7
Bark,McyzwLkySCM,0,6
Bark,EvHgP6eSPxo,0,10
Bark,MpMwOWkg1u4,7,10
Bark,5F9Gd2JNcw8,5,10
Bark,L1wGG8KdOIw,2,9
Bark,F2qTJjE0pUc,1,10
Bark,JnvJwrYVeJA,6,10
Bark,0kTHgSzQkfw,5,8
Bark,5KEPA_ORiVI,2,4
Bark,-P6nEMyReaE,0,6
Bark,NeWW30WZjPc,0,10
Bark,2R8c_BR_kSQ,0,3
Bark,MniYxgrxMu8,0,10
Bark,LEcrcFHKb-I,1,10
Bark,FVIFuRVAF5U,3,5
Bark,DuYDDdcT-DM,2,10
Bark,HeLXU0sydjA,6,10
Bark,-5rnGk2e1ao,7,10
Bark,F3AsQHJE5E0,8,10
Bark,CalrtHAXuqs,7,10
Bark,Iu25yrsetUM,0,3
Bark,BJkDuJ2Q3uo,3,8
Bark,4dbhc3pklcQ,0,8
Bark,LpfewILEuUU,1,10
Bark,CULZ1SLVGss,3,5
Bark,EIy5p1Xdgxs,0,7
Bark,5eMCEnwZkcY,0,10
Bark,2_ljDKHdv6g,4,8
Bark,HA9yvpvCI7o,8,10
Bark,CNxIeasZD74,0,4
Bark,CZVMFTPG_RE,1,10
Bark,Hdu21U_FVs8,6,10
Bark,7KSXUptBBYQ,1,7
Bark,7MWwLEBjki8,4,10
Bark,DxXFfGtu2zQ,1,7
Bark,-84CyEpynsY,0,5
Bark,7jUSEnnh5Ew,0,10
Bark,FsTXNxD8M2A,7,9
Bark,ElVlgv58uLI,5,10
Bark,5hoASlZuPeQ,5,10
Bark,FIzJB8UAB7s,0,2
Bark,JBFvyolYWfA,8,10
Bark,B6kHGmBYycY,0,4
Bark,FRp2f-WKa7s,4,6
Bark,GmetnCLxFHE,2,10
Bark,Iwz2CW1hsVI,6,10
Bark,E0IxV6UEqZ8,0,9
Bark,DZlflb3NkZ8,4,10
Bark,HdOeLKqorQU,3,10
Bark,BXmugBgPWcA,1,6
Bark,LyUDAW2U9Z8,6,10
Bark,I89oTOuj1Ew,2,10
Bark,NOy1JrCodP8,1,10
Bark,BhO04bUXL54,6,8
Bark,2Pdig-LaQo0,0,5
Bark,3KALVyKRScs,0,2
Bark,6ExUE6V95Tw,0,4
Bark,CTMn3L0C5kI,1,10
Bark,Jrxdl7VGP9E,0,8
Bark,8x8WnIpPisw,0,5
Bark,ALP8_z817Uw,0,5
Bark,MXBgLjHZcHA,4,6
Bark,8VFNMp5K9zM,6,8
Bark,Eytilpo3UhE,0,4
Bark,C1EZ_2Fm1O4,8,10
Bark,E0sj3IDKZME,2,8
Bark,JJAwEOQr7Co,3,8
Bark,Gor0hFplM-U,5,10
Bark,J-Igx1Ucy-Y,4,6
Bark,9De2rgypTfo,2,10
Bark,6Flj55tSIQE,1,3
Bark,-BJNMHMZDcU,1,10
Bark,B9C0Op7MmkM,2,6
Bark,As5Pqpb3fsg,0,4
Bark,8Jil7lxOl3w,2,10
Bark,1KZ0cJhqmW4,2,6
Bark,DRSiR-dkmU8,0,6
Bark,-9YohOxYZ0Q,2,8
Bark,9nn7njUNYP8,7,9
Bark,Baue01N86wE,0,5
Bark,5C2Ogf7efdU,0,6
Bark,MM9O504q7Zc,5,10
Bark,2QKUFwKvRbA,0,10
Bark,M7hcb2v2Z_0,0,10
Bark,KibkO30TIGQ,0,10
Bark,J3_Q0qL3raQ,0,10
Bark,BaT_gnccoF4,0,10
Bark,2u43chNze4A,1,3
Bark,4RhARbjonAQ,0,10
Bark,N4QGTrobCxs,0,3
Bark,I-1qF2Aa-uQ,0,3
Bark,IXAL71JiSAI,1,7
Bark,3iYj8V-OxJM,5,10
Bark,2xobBryGD3A,0,6
Bark,1uSavuICk1M,0,10
Bark,KZD8Y_feKXg,8,10
Bark,6KGCKKkHEjU,6,10
Bark,Ao4ls4kFejw,0,10
Bark,AZSGKyV5424,0,10
Bark,J0p_joNdGe0,0,10
Bark,8gYX8XhEOyg,0,4
Bark,-nvJc7KvBJ8,4,10
Bark,4gyda6wcww0,6,10
Bark,6GFmnB9lDCU,0,10
Bark,5-xKnAigQnA,1,10
Bark,6IiL4MF0Z0s,4,10
Bark,7a-SlB-TV9o,0,10
Bark,Joa_c5pYD7Y,5,10
Bark,6IKre5MZpAQ,7,10
Bark,BWPAtch_Xvg,0,10
Bark,0eaVWAwYCyU,5,10
Bark,-XZsrkx1QTg,2,10
Bark,NDsC25x_gUI,4,10
Bark,B24WpHI9NBE,0,10
Bark,LPmkUnCv6ow,0,10
Bark,N-UeTwaW5UQ,6,10
Bark,MWFQerde_h8,8,10
Bark,FUDwqBG3YaQ,4,7
Bark,12lHWBzDR9E,0,10
Bark,Hbbfhs4R31c,3,6
Bark,4dmBaDl584M,1,10
Bark,K-VceyH2f6c,0,10
Bark,652KFi0iYBc,0,10
Bark,47MR-rUOrx4,1,10
Bark,K6F1sogt46U,7,10
Bark,CTwZONeLVrM,4,10
Bark,E1FHRl3Qv_o,0,6
Bark,KgKMe6oIkJc,0,10
Bark,H_bgPn81rww,7,9
Bark,CM5W31FRa7o,0,10
Bark,2QhjPJv7ido,1,7
Bark,DAa3RlRYqus,0,10
Bark,36xzrUTlmKw,3,10
Bark,-AWooU1PDiM,1,10
Bark,J_lweeqInQo,0,10
Bark,0pxLE0wNx-I,4,10
Bark,4xW7mL-QIQw,0,6
"Fixed-wing aircraft, airplane",1Hdxp8W6IV0,0,10
"Fixed-wing aircraft, airplane",GqFSNyW1Iis,0,10
"Fixed-wing aircraft, airplane",Ie2KkAvU1zU,0,10
"Fixed-wing aircraft, airplane",088sxZ1V4kw,0,10
"Fixed-wing aircraft, airplane",BTVyXZR_iHM,0,10
"Fixed-wing aircraft, airplane",JBjsk5ha-Y4,0,10
"Fixed-wing aircraft, airplane",2xF7HatK22k,0,10
"Fixed-wing aircraft, airplane",2yKeNe31rpU,0,8
"Fixed-wing aircraft, airplane",-RP-HSQYEBg,0,10
"Fixed-wing aircraft, airplane",Dzu7hVtOiFM,0,9
"Fixed-wing aircraft, airplane",CI6A-TGvlRo,0,10
"Fixed-wing aircraft, airplane",35rpfR-PKRU,0,10
"Fixed-wing aircraft, airplane",-7hEpq9YLs8,0,10
"Fixed-wing aircraft, airplane",8zL4trFJ1LY,0,10
"Fixed-wing aircraft, airplane",95jht_g3AXc,4,10
"Fixed-wing aircraft, airplane",IuiGNyXXZaE,0,10
"Fixed-wing aircraft, airplane",-UX39TNCoJk,0,6
"Fixed-wing aircraft, airplane",JKJCpS-ejTs,0,10
"Fixed-wing aircraft, airplane",5-K1o6veuZI,0,10
"Fixed-wing aircraft, airplane",8B4pp_c9c0E,0,10
"Fixed-wing aircraft, airplane",BuVVYGQmC_I,0,10
"Fixed-wing aircraft, airplane",9QaYAaryr1k,7,10
"Fixed-wing aircraft, airplane",-vdkH4DVSfA,0,10
"Fixed-wing aircraft, airplane",5EwXuzu29WM,8,10
"Fixed-wing aircraft, airplane",EPwO43rWiqQ,0,10
"Fixed-wing aircraft, airplane",1Qdk6W5OaVo,0,10
"Fixed-wing aircraft, airplane",ANcBSwpwbZc,0,10
"Fixed-wing aircraft, airplane",CNB87LiLXso,8,10
"Fixed-wing aircraft, airplane",EE5P9Pu2EUs,0,10
"Fixed-wing aircraft, airplane",5j9AJOlOzJI,5,10
"Fixed-wing aircraft, airplane",56KgxEF8yrU,0,10
"Fixed-wing aircraft, airplane",Fc266wAbj_4,0,10
"Fixed-wing aircraft, airplane",JatYZqvXjMQ,0,10
"Fixed-wing aircraft, airplane",JH9DchBimmE,5,10
"Fixed-wing aircraft, airplane",4CzHeROJhNc,0,10
"Fixed-wing aircraft, airplane",ACNFqxv_A0Q,0,10
"Fixed-wing aircraft, airplane",E99gGotJmUE,0,2
"Fixed-wing aircraft, airplane",36I3i529AiQ,0,10
"Fixed-wing aircraft, airplane",3qOK68-L2cU,0,10
"Fixed-wing aircraft, airplane",Dc1MkxD0vME,0,10
"Fixed-wing aircraft, airplane",8SQPfoFvUpY,0,10
"Fixed-wing aircraft, airplane",AT5-AmmWlJI,4,10
"Fixed-wing aircraft, airplane",49ugTlJOSlc,0,10
"Fixed-wing aircraft, airplane",KIcnXRsvIe4,0,10
"Fixed-wing aircraft, airplane",ESEEIPdBkog,0,4
"Fixed-wing aircraft, airplane",5BRITqoxrJ4,0,10
"Fixed-wing aircraft, airplane",I-KEgJSZ4c8,0,10
"Fixed-wing aircraft, airplane",4vird5nc6ik,0,10
"Fixed-wing aircraft, airplane",DRJL6tJFS98,1,10
"Fixed-wing aircraft, airplane",JY26Uaws4DI,0,10
"Fixed-wing aircraft, airplane",5Mo7W3FN6ms,0,10
"Fixed-wing aircraft, airplane",2coSAx95GQU,0,10
"Fixed-wing aircraft, airplane",40RKegr9zk8,0,10
"Fixed-wing aircraft, airplane",4X5rKJYvVfU,0,10
"Fixed-wing aircraft, airplane",9fjgGUKumyM,0,10
"Fixed-wing aircraft, airplane",-ZxXzLFFqAA,0,10
"Fixed-wing aircraft, airplane",HakDVbfSix0,0,3
"Fixed-wing aircraft, airplane",-Tm1A0YWcY0,0,10
"Fixed-wing aircraft, airplane",052ec29Owas,0,10
"Fixed-wing aircraft, airplane",21BlW-li2Q4,0,4
"Fixed-wing aircraft, airplane",AMOJHT-OQlg,0,8
"Fixed-wing aircraft, airplane",-Mb3QaClyJI,0,10
"Fixed-wing aircraft, airplane",2F-k_NG5Nbo,0,10
