sample_id,onset,offset,label,new_category,category_name,index,haveBGM
11204,0.28,10.0,352,78,performing traditional Chinese opera,9756,0
7367,0.0,10.0,360,82,shaving head,6407,0
26156,0.0,10.0,148,46,piercing a balloon,22778,0
11426,0.0,3.45,93,31,playing guqin,9950,0
26551,0.0,10.0,359,81,singing,23126,0
11272,0.0,10.0,93,31,playing guqin,9813,0
19002,0.0,10.0,108,38,playing fingerstyle guitar,16529,0
16352,0.0,10.0,48,11,flying remote control drone,14214,0
15194,0.0,10.0,84,28,playing hang (instrument),13230,0
22616,0.0,6.9,69,20,auto racing,19671,0
14015,0.0,10.0,84,28,playing hang (instrument),12211,0
2882,0.0,9.58,81,27,playing erhu,2482,0
22554,0.0,10.0,341,70,panda eating bamboo,19613,0
3837,0.0,10.0,92,30,playing konghou,3316,0
10319,0.71,9.29,322,64,boxing,8997,0
2548,0.0,10.0,4,0,playing flute ,2173,0
22467,0.0,10.0,353,79,watching a concert,19529,0
4495,0.0,8.67,341,70,panda eating bamboo,3871,0
22034,0.0,10.0,353,79,watching a concert,19150,0
13394,0.0,10.0,353,79,watching a concert,11667,0
20222,0.0,10.0,80,26,water truck sprinkling water,17602,0
14996,0.0,6.55,55,15,deconstructing a building,13057,0
16514,0.0,10.0,359,81,singing,14359,0
12595,0.0,10.0,397,84,clubbing,10978,0
26107,0.0,10.0,48,11,flying remote control drone,22740,0
26365,0.0,10.0,359,81,singing,22961,0
16604,0.0,10.0,151,47,harvesting crops by machines,14439,0
8898,6.28,10.0,20,7,cutting with a circular saw,7726,0
26343,6.38,10.0,106,37,playing djembe,22941,0
9497,0.0,10.0,352,78,performing traditional Chinese opera,8251,0
2523,4.63,10.0,349,77,playing suona,2151,0
5304,0.0,10.0,12,3,carving with hand tools,4576,0
26359,0.0,9.93,359,81,singing,22955,0
18390,0.0,10.0,133,44,tap dancing,15986,0
20375,0.02,10.0,346,74,playing drum,17729,0
25672,0.0,10.0,84,28,playing hang (instrument),22354,0
11407,7.51,9.99,240,56,laser beam welding,9935,0
25684,0.0,10.0,93,31,playing guqin,22366,0
23125,0.0,10.0,145,45,baby drinking milk,20123,0
26145,0.0,10.0,359,81,singing,22768,0
9452,0.0,3.0,319,63,wrestling,8209,0
21377,0.0,10.0,10,2,playing ukulele ,18583,0
19238,0.0,9.99,120,42,playing melodica,16738,0
10167,0.0,9.87,104,35,fingerboarding,8866,0
15297,0.0,10.0,319,63,wrestling,13320,0
13532,3.17,10.0,358,80,performing a duet,11783,0
22153,0.0,10.0,352,78,performing traditional Chinese opera,19259,0
2897,1.7,9.96,93,31,playing guqin,2496,0
21553,3.25,10.0,145,45,baby drinking milk,18738,0
13278,0.0,10.0,307,60,playing tennis,11562,0
5122,3.34,10.0,81,27,playing erhu,4431,0
3728,0.0,10.0,120,42,playing melodica,3219,0
15675,1.41,10.0,342,71,feeding a cat,13645,0
8852,0.0,10.0,196,49,Playing the cello,7688,0
23169,0.0,10.0,349,77,playing suona,20163,0
12879,3.21,10.0,353,79,watching a concert,11225,0
13231,0.99,10.0,93,31,playing guqin,11525,0
13742,0.0,10.0,93,31,playing guqin,11969,0
22056,0.0,10.0,10,2,playing ukulele ,19169,0
9,0.0,10.0,84,28,playing hang (instrument),7,0
13610,0.0,10.0,106,37,playing djembe,11849,0
951,0.01,10.0,348,76,playing piano,801,0
15858,0.0,9.98,4,0,playing flute ,13808,0
967,0.02,10.0,78,25,harvesting rice,815,0
19932,0.0,10.0,108,38,playing fingerstyle guitar,17347,0
15085,0.0,10.0,108,38,playing fingerstyle guitar,13130,0
26562,0.0,10.0,347,75,playing mbira,23136,0
14580,0.0,10.0,84,28,playing hang (instrument),12704,0
19885,1.17,8.82,108,38,playing fingerstyle guitar,17304,0
9038,0.0,10.0,48,11,flying remote control drone,7846,0
3037,4.96,9.3,52,13,brushing teeth,2616,0
20449,0.0,10.0,349,77,playing suona,17794,0
11675,3.22,6.78,86,29,playing guzheng,10166,0
15412,0.0,10.0,352,78,performing traditional Chinese opera,13429,0
22618,0.0,10.0,349,77,playing suona,19672,0
17826,0.0,8.96,81,27,playing erhu,15492,0
7727,0.0,10.0,56,16,mixing cement/concrete,6731,0
23777,0.0,10.0,349,77,playing suona,20696,0
971,0.0,10.0,78,25,harvesting rice,819,0
13435,0.0,10.0,93,31,playing guqin,11704,0
26421,0.0,9.97,358,80,performing a duet,23016,0
9379,0.0,10.0,49,12,drifting car,8147,0
1553,0.0,10.0,10,2,playing ukulele ,1307,0
23596,0.0,10.0,118,41,playing harmonica,20541,0
4679,0.0,10.0,84,28,playing hang (instrument),4043,0
11234,0.0,10.0,69,20,auto racing,9779,0
14900,0.03,10.0,116,40,train running,12971,0
27782,4.06,5.95,334,67,shooting with a slingshot,24194,0
16621,0.0,10.0,352,78,performing traditional Chinese opera,14455,0
18661,0.0,10.0,348,76,playing piano,16211,0
9188,0.0,10.0,349,77,playing suona,7986,0
8324,0.21,10.0,388,83,whistling,7231,0
21810,0.0,10.0,10,2,playing ukulele ,18958,0
865,0.0,10.0,343,72,plane taking off,720,0
22207,0.0,10.0,102,34,playing hulusi,19309,0
19416,0.0,10.0,360,82,shaving head,16899,0
14238,0.0,10.0,93,31,playing guqin,12407,0
28055,2.45,10.0,348,76,playing piano,24435,0
22162,0.0,9.92,118,41,playing harmonica,19268,0
19564,1.95,8.05,86,29,playing guzheng,17030,0
20999,0.0,10.0,10,2,playing ukulele ,18254,0
14174,3.45,7.7,104,35,fingerboarding,12351,0
15374,0.0,10.0,86,29,playing guzheng,13394,0
25671,2.01,10.0,84,28,playing hang (instrument),22353,0
15131,0.4,10.0,4,0,playing flute ,13174,0
401,0.0,10.0,319,63,wrestling,325,0
21320,0.32,10.0,348,76,playing piano,18531,0
23268,0.0,10.0,353,79,watching a concert,20251,0
5948,0.0,10.0,148,46,piercing a balloon,5152,0
17799,0.0,10.0,19,6,riding a motorcycle (excluding drifting),15469,0
7030,0.53,10.0,359,81,singing,6105,0
15251,0.0,10.0,349,77,playing suona,13281,0
14433,3.57,6.42,69,20,auto racing,12572,0
22269,0.0,10.0,352,78,performing traditional Chinese opera,19364,0
10189,0.0,10.0,108,38,playing fingerstyle guitar,8884,0
12058,3.82,10.0,348,76,playing piano,10493,0
12306,1.81,10.0,349,77,playing suona,10723,0
18137,0.0,10.0,106,37,playing djembe,15772,0
17677,0.0,10.0,106,37,playing djembe,15356,0
26784,0.0,10.0,102,34,playing hulusi,23325,0
23866,0.59,10.0,118,41,playing harmonica,20783,0
11446,4.09,10.0,13,4,twisting balloons,9970,0
20039,0.0,10.0,116,40,train running,17434,0
12046,0.0,10.0,358,80,performing a duet,10483,0
26578,2.03,7.65,10,2,playing ukulele ,23148,0
10720,1.76,10.0,76,23,feeding dogs,9342,0
1979,0.0,6.6,37,10,laser engraving,1683,0
20727,0.82,10.0,5,1,playing bamboo flute ,18016,0
23629,0.0,10.0,353,79,watching a concert,20573,0
13327,0.0,10.0,93,31,playing guqin,11607,0
22695,0.0,10.0,113,39,meowing,19745,0
17653,0.0,10.0,358,80,performing a duet,15332,0
12541,0.0,10.0,106,37,playing djembe,10934,0
9198,0.0,9.99,352,78,performing traditional Chinese opera,7996,0
26512,0.0,9.99,102,34,playing hulusi,23089,0
6349,0.0,10.0,86,29,playing guzheng,5506,0
13702,0.35,10.0,10,2,playing ukulele ,11931,0
23630,0.0,10.0,353,79,watching a concert,20574,0
17207,0.0,10.0,388,83,whistling,14944,0
16059,0.0,10.0,108,38,playing fingerstyle guitar,13970,0
24003,0.0,10.0,118,41,playing harmonica,20904,0
17487,0.0,10.0,397,84,clubbing,15191,0
20807,0.0,10.0,307,60,playing tennis,18089,0
22087,0.24,10.0,347,75,playing mbira,19196,0
3607,5.2,10.0,37,10,laser engraving,3112,0
21533,0.0,10.0,84,28,playing hang (instrument),18719,0
17321,0.0,10.0,346,74,playing drum,15042,0
19203,0.0,4.3,334,67,shooting with a slingshot,16704,0
13396,0.0,10.0,358,80,performing a duet,11669,0
20418,0.0,10.0,358,80,performing a duet,17764,0
23869,0.0,10.0,118,41,playing harmonica,20786,0
11692,0.0,10.0,106,37,playing djembe,10183,0
8960,0.0,10.0,341,70,panda eating bamboo,7774,0
21572,0.0,10.0,92,30,playing konghou,18755,0
20874,0.0,10.0,358,80,performing a duet,18150,0
4707,0.0,10.0,341,70,panda eating bamboo,4070,0
13105,0.0,10.0,397,84,clubbing,11419,0
22722,0.0,10.0,84,28,playing hang (instrument),19772,0
4277,0.0,10.0,343,72,plane taking off,3693,0
942,1.9,8.11,353,79,watching a concert,792,0
14593,0.0,10.0,397,84,clubbing,12717,0
16177,0.0,10.0,54,14,cleaning carpet,14072,0
15970,0.0,10.0,343,72,plane taking off,13898,0
26834,0.0,10.0,118,41,playing harmonica,23365,0
11768,0.0,10.0,116,40,train running,10245,0
15517,1.91,10.0,358,80,performing a duet,13520,0
22654,0.0,9.99,348,76,playing piano,19706,0
19080,0.0,9.98,199,50,arc welding,16595,0
26255,0.0,10.0,108,38,playing fingerstyle guitar,22860,0
25472,3.16,10.0,10,2,playing ukulele ,22177,0
26383,0.0,10.0,359,81,singing,22978,0
11271,0.0,10.0,93,31,playing guqin,9812,0
16808,0.0,10.0,54,14,cleaning carpet,14626,0
5354,0.0,9.95,92,30,playing konghou,4622,0
274,0.1,10.0,84,28,playing hang (instrument),221,0
6993,0.0,10.0,359,81,singing,6070,0
2533,0.0,10.0,56,16,mixing cement/concrete,2160,0
26475,0.0,5.3,164,48,jumping rope,23058,0
16217,0.0,10.0,84,28,playing hang (instrument),14103,0
10379,0.0,10.0,148,46,piercing a balloon,9049,0
16869,0.0,10.0,5,1,playing bamboo flute ,14672,0
19756,2.1,10.0,120,42,playing melodica,17195,0
15834,0.0,10.0,108,38,playing fingerstyle guitar,13786,0
13077,0.0,10.0,84,28,playing hang (instrument),11394,0
23425,0.0,10.0,307,60,playing tennis,20390,0
16143,0.0,10.0,353,79,watching a concert,14046,0
15231,0.0,10.0,86,29,playing guzheng,13264,0
15765,0.0,10.0,352,78,performing traditional Chinese opera,13725,0
20277,0.0,10.0,344,73,launching a racket,17651,0
14401,0.0,10.0,118,41,playing harmonica,12544,0
613,0.0,10.0,353,79,watching a concert,512,0
16856,0.0,10.0,348,76,playing piano,14662,0
23615,0.0,10.0,348,76,playing piano,20559,0
12576,0.0,10.0,118,41,playing harmonica,10962,0
10530,0.0,10.0,108,38,playing fingerstyle guitar,9174,0
512,0.0,10.0,397,84,clubbing,423,0
13386,0.0,10.0,343,72,plane taking off,11659,0
3475,5.89,8.89,333,66,practicing archery,3004,0
12649,0.0,10.0,81,27,playing erhu,11023,0
22031,0.0,10.0,5,1,playing bamboo flute ,19147,0
2584,0.0,10.0,4,0,playing flute ,2205,0
17426,0.0,10.0,93,31,playing guqin,15133,0
7789,3.83,6.17,322,64,boxing,6782,0
26362,0.53,10.0,359,81,singing,22958,0
1030,4.35,5.66,102,34,playing hulusi,865,0
17123,0.0,9.98,349,77,playing suona,14874,0
17093,1.45,8.55,133,44,tap dancing,14851,0
14926,0.0,6.99,358,80,performing a duet,12996,0
1635,0.0,10.0,57,17,scraping putty/cement,1368,0
12812,0.0,10.0,352,78,performing traditional Chinese opera,11167,0
7159,0.0,10.0,56,16,mixing cement/concrete,6220,0
4453,0.0,9.99,56,16,mixing cement/concrete,3835,0
5826,0.0,10.0,55,15,deconstructing a building,5045,0
14637,0.0,9.98,102,34,playing hulusi,12750,0
24502,2.69,10.0,349,77,playing suona,21343,0
4186,1.19,10.0,81,27,playing erhu,3604,0
3690,0.0,7.84,228,52,mowing a lawn,3182,0
12717,0.76,10.0,84,28,playing hang (instrument),11081,0
1948,0.0,10.0,196,49,Playing the cello,1652,0
3164,0.0,10.0,349,77,playing suona,2730,0
11128,1.37,8.63,199,50,arc welding,9695,0
20435,0.0,10.0,349,77,playing suona,17780,0
23628,0.0,10.0,353,79,watching a concert,20572,0
13619,0.0,10.0,349,77,playing suona,11858,0
27545,0.0,10.0,92,30,playing konghou,23987,0
2152,0.0,10.0,349,77,playing suona,1829,0
18373,0.0,10.0,397,84,clubbing,15972,0
15606,0.0,10.0,359,81,singing,13597,0
12953,0.0,10.0,341,70,panda eating bamboo,11288,0
17366,0.0,10.0,113,39,meowing,15081,0
19963,0.0,10.0,108,38,playing fingerstyle guitar,17376,0
6173,0.0,10.0,108,38,playing fingerstyle guitar,5348,0
26677,0.91,10.0,118,41,playing harmonica,23230,0
2379,0.0,10.0,199,50,arc welding,2025,0
18790,0.0,10.0,360,82,shaving head,16333,0
15700,0.0,10.0,5,1,playing bamboo flute ,13664,0
7190,0.0,10.0,341,70,panda eating bamboo,6248,0
16502,0.0,10.0,360,82,shaving head,14348,0
8367,0.66,10.0,349,77,playing suona,7268,0
21569,0.0,10.0,92,30,playing konghou,18752,0
9121,0.0,10.0,398,85,setting off fireworks and firecrackers,7924,0
22367,0.0,3.0,56,16,mixing cement/concrete,19442,0
24140,0.0,10.0,84,28,playing hang (instrument),21018,0
25256,0.0,10.0,93,31,playing guqin,21992,0
26780,0.0,9.83,359,81,singing,23321,0
23780,0.0,10.0,349,77,playing suona,20699,0
217,0.0,10.0,69,20,auto racing,173,0
21422,0.0,10.0,346,74,playing drum,18621,0
1992,2.48,10.0,48,11,flying remote control drone,1695,0
9377,0.0,10.0,12,3,carving with hand tools,8145,0
9139,0.0,10.0,312,62,playing badminton,7940,0
12537,0.0,10.0,196,49,Playing the cello,10930,0
20001,0.0,10.0,319,63,wrestling,17404,0
26217,0.0,10.0,108,38,playing fingerstyle guitar,22829,0
18101,0.0,10.0,92,30,playing konghou,15738,0
15441,0.0,10.0,398,85,setting off fireworks and firecrackers,13454,0
945,0.01,3.7,228,52,mowing a lawn,795,0
1749,0.0,10.0,48,11,flying remote control drone,1467,0
8693,0.0,10.0,92,30,playing konghou,7551,0
14639,4.74,10.0,348,76,playing piano,12752,0
23126,0.0,10.0,145,45,baby drinking milk,20124,0
6133,0.0,10.0,196,49,Playing the cello,5310,0
2135,0.0,8.8,120,42,playing melodica,1815,0
28044,0.0,10.0,347,75,playing mbira,24425,0
13514,0.0,10.0,10,2,playing ukulele ,11767,0
7444,0.25,9.15,235,55,using a vacuum cleaner,6481,0
11278,0.0,10.0,92,30,playing konghou,9819,0
6836,0.0,10.0,86,29,playing guzheng,5935,0
5848,0.0,10.0,12,3,carving with hand tools,5065,0
8967,1.51,10.0,240,56,laser beam welding,7781,0
16592,0.0,10.0,352,78,performing traditional Chinese opera,14429,0
21280,0.0,10.0,108,38,playing fingerstyle guitar,18492,0
8793,0.0,10.0,337,68,raining,7639,0
1034,0.02,10.0,397,84,clubbing,868,0
20284,0.02,10.0,360,82,shaving head,17658,0
21862,0.0,10.0,359,81,singing,19003,0
20822,0.0,10.0,346,74,playing drum,18104,0
22537,0.0,10.0,398,85,setting off fireworks and firecrackers,19597,0
24598,0.0,10.0,307,60,playing tennis,21428,0
17564,0.0,10.0,102,34,playing hulusi,15253,0
11874,0.0,10.0,86,29,playing guzheng,10334,0
11285,0.0,9.78,92,30,playing konghou,9826,0
3933,0.0,10.0,196,49,Playing the cello,3390,0
21378,0.0,10.0,10,2,playing ukulele ,18584,0
16766,0.0,10.0,358,80,performing a duet,14588,0
25680,3.2,10.0,348,76,playing piano,22362,0
19535,0.0,10.0,359,81,singing,17005,0
12430,0.0,10.0,352,78,performing traditional Chinese opera,10840,0
19736,0.0,10.0,12,3,carving with hand tools,17182,0
13954,0.0,10.0,352,78,performing traditional Chinese opera,12157,0
10606,1.8,7.4,232,54,cleaning a washing machine,9239,0
17543,0.0,10.0,343,72,plane taking off,15235,0
12496,0.0,9.97,4,0,playing flute ,10895,0
18323,0.0,10.0,348,76,playing piano,15925,0
7682,0.0,10.0,80,26,water truck sprinkling water,6688,0
18546,0.0,10.0,346,74,playing drum,16115,0
842,0.01,10.0,343,72,plane taking off,703,0
27138,0.0,10.0,84,28,playing hang (instrument),23631,0
14539,1.19,10.0,102,34,playing hulusi,12666,0
25435,0.01,4.6,240,56,laser beam welding,22148,0
2606,0.0,10.0,348,76,playing piano,2227,0
22411,0.0,10.0,120,42,playing melodica,19481,0
21471,2.58,10.0,113,39,meowing,18666,0
12728,0.0,10.0,106,37,playing djembe,11091,0
17274,1.0,10.0,93,31,playing guqin,15005,0
5349,0.0,10.0,77,24,having a snowball fight,4618,0
25449,0.01,10.0,78,25,harvesting rice,22160,0
2157,1.53,10.0,306,59,playing volleyball,1834,0
11804,0.0,10.0,120,42,playing melodica,10274,0
8412,0.0,9.51,349,77,playing suona,7305,0
9590,0.0,10.0,359,81,singing,8340,0
21181,0.0,10.0,326,65,diving (sports),18402,0
3611,0.0,10.0,10,2,playing ukulele ,3116,0
11477,6.21,9.15,240,56,laser beam welding,9996,0
25526,0.0,10.0,397,84,clubbing,22224,0
26322,0.0,10.0,346,74,playing drum,22921,0
21197,0.0,10.0,108,38,playing fingerstyle guitar,18416,0
19717,0.0,10.0,92,30,playing konghou,17166,0
8074,0.0,10.0,118,41,playing harmonica,7017,0
17523,0.0,7.05,69,20,auto racing,15216,0
21031,0.0,10.0,347,75,playing mbira,18280,0
18921,0.03,6.07,86,29,playing guzheng,16452,0
20362,0.96,10.0,347,75,playing mbira,17720,0
20567,0.0,10.0,353,79,watching a concert,17881,0
8943,4.78,8.74,203,51,using a sewing machine,7760,0
2530,0.0,10.0,352,78,performing traditional Chinese opera,2157,0
19611,0.0,10.0,349,77,playing suona,17072,0
21188,0.01,10.0,353,79,watching a concert,18408,0
10391,0.0,10.0,353,79,watching a concert,9061,0
20330,2.52,10.0,312,62,playing badminton,17697,0
14065,0.0,10.0,10,2,playing ukulele ,12256,0
26777,1.2,10.0,359,81,singing,23318,0
13639,0.0,9.03,102,34,playing hulusi,11878,0
13953,0.0,10.0,352,78,performing traditional Chinese opera,12156,0
9083,0.0,10.0,358,80,performing a duet,7888,0
25406,0.0,10.0,349,77,playing suona,22125,0
23546,0.0,10.0,349,77,playing suona,20499,0
18239,0.0,10.0,84,28,playing hang (instrument),15856,0
18400,0.0,10.0,116,40,train running,15995,0
16464,0.0,10.0,84,28,playing hang (instrument),14312,0
14927,1.58,10.0,346,74,playing drum,12997,0
14141,0.0,10.0,54,14,cleaning carpet,12323,0
15926,1.99,10.0,232,54,cleaning a washing machine,13859,0
25459,0.19,9.24,241,57,moving with forklift,22167,0
13567,0.0,10.0,349,77,playing suona,11814,0
18785,0.0,10.0,86,29,playing guzheng,16328,0
10368,1.26,10.0,388,83,whistling,9038,0
11839,3.34,10.0,84,28,playing hang (instrument),10304,0
13802,0.0,10.0,84,28,playing hang (instrument),12023,0
9723,0.0,10.0,342,71,feeding a cat,8463,0
13735,2.38,10.0,37,10,laser engraving,11962,0
19543,0.0,9.99,359,81,singing,17013,0
13345,0.0,10.0,69,20,auto racing,11621,0
10371,0.0,10.0,388,83,whistling,9041,0
11488,0.0,10.0,118,41,playing harmonica,10007,0
6117,0.0,10.0,108,38,playing fingerstyle guitar,5294,0
11071,1.8,10.0,20,7,cutting with a circular saw,9652,0
21176,0.0,10.0,81,27,playing erhu,18397,0
4328,0.0,10.0,312,62,playing badminton,3733,0
19061,0.0,10.0,10,2,playing ukulele ,16576,0
15540,0.04,10.0,37,10,laser engraving,13537,0
21682,0.0,10.0,352,78,performing traditional Chinese opera,18844,0
26304,0.0,10.0,118,41,playing harmonica,22904,0
18065,1.39,4.04,113,39,meowing,15704,0
15728,0.0,10.0,108,38,playing fingerstyle guitar,13691,0
7663,0.0,10.0,360,82,shaving head,6678,0
20104,2.39,10.0,310,61,skateboarding,17496,0
15566,7.16,10.0,77,24,having a snowball fight,13563,0
13040,0.58,10.0,92,30,playing konghou,11358,0
19038,0.0,10.0,108,38,playing fingerstyle guitar,16558,0
1779,0.14,10.0,10,2,playing ukulele ,1494,0
22541,0.0,10.0,388,83,whistling,19601,0
26811,0.0,9.82,359,81,singing,23345,0
4780,0.0,10.0,240,56,laser beam welding,4132,0
1645,2.89,10.0,322,64,boxing,1373,0
14302,0.0,10.0,307,60,playing tennis,12469,0
20272,0.0,10.0,349,77,playing suona,17646,0
4999,0.0,10.0,86,29,playing guzheng,4326,0
17261,0.0,10.0,12,3,carving with hand tools,14993,0
19940,0.0,10.0,346,74,playing drum,17354,0
19609,0.0,10.0,349,77,playing suona,17070,0
14271,0.0,10.0,307,60,playing tennis,12439,0
3541,0.0,10.0,4,0,playing flute ,3054,0
8577,0.46,10.0,306,59,playing volleyball,7451,0
11404,0.0,10.0,349,77,playing suona,9932,0
21945,0.0,10.0,108,38,playing fingerstyle guitar,19068,0
11361,0.0,10.0,343,72,plane taking off,9892,0
22717,0.0,10.0,342,71,feeding a cat,19767,0
23444,0.0,10.0,307,60,playing tennis,20407,0
3415,0.0,10.0,84,28,playing hang (instrument),2950,0
24765,0.0,10.0,12,3,carving with hand tools,21569,0
537,0.0,8.68,19,6,riding a motorcycle (excluding drifting),447,0
6033,0.0,10.0,347,75,playing mbira,5226,0
13060,0.0,10.0,358,80,performing a duet,11377,0
4833,0.0,10.0,84,28,playing hang (instrument),4175,0
24011,5.29,9.75,349,77,playing suona,20909,0
791,0.0,10.0,235,55,using a vacuum cleaner,666,0
19370,0.0,10.0,310,61,skateboarding,16857,0
12707,0.0,10.0,343,72,plane taking off,11071,0
14111,0.0,9.98,5,1,playing bamboo flute ,12299,0
11725,2.46,10.0,92,30,playing konghou,10214,0
6502,0.0,10.0,397,84,clubbing,5650,0
21319,0.0,10.0,322,64,boxing,18530,0
9988,0.0,10.0,360,82,shaving head,8705,0
19959,0.0,10.0,120,42,playing melodica,17373,0
16630,0.0,10.0,80,26,water truck sprinkling water,14463,0
4678,0.0,10.0,84,28,playing hang (instrument),4042,0
22308,3.11,8.24,232,54,cleaning a washing machine,19394,0
