sample_id,onset,offset,label,new_category,category_name,index
13945,0.0,10.0,4,0,playing flute ,12148
4928,0.0,9.85,4,0,playing flute ,4261
15459,0.0,10.0,4,0,playing flute ,13472
18524,0.0,10.0,4,0,playing flute ,16100
6397,4.19,10.0,4,0,playing flute ,5552
2857,0.0,3.89,4,0,playing flute ,2457
1864,0.0,10.0,4,0,playing flute ,1572
3276,0.0,10.0,4,0,playing flute ,2824
16989,3.17,10.0,4,0,playing flute ,14766
3910,0.0,10.0,4,0,playing flute ,3371
8992,0.0,10.0,4,0,playing flute ,7804
9442,2.19,10.0,4,0,playing flute ,8199
6442,0.0,10.0,4,0,playing flute ,5595
16299,0.0,10.0,4,0,playing flute ,14171
15855,0.0,10.0,4,0,playing flute ,13805
19795,0.0,10.0,4,0,playing flute ,17226
2686,0.0,10.0,4,0,playing flute ,2303
13959,0.0,10.0,4,0,playing flute ,12162
3292,0.0,10.0,4,0,playing flute ,2837
15602,0.0,10.0,4,0,playing flute ,13593
7912,0.0,7.11,4,0,playing flute ,6888
1619,0.01,10.0,4,0,playing flute ,1353
1976,0.0,10.0,4,0,playing flute ,1680
1863,0.0,10.0,4,0,playing flute ,1571
8989,3.55,10.0,4,0,playing flute ,7801
7188,0.0,10.0,4,0,playing flute ,6246
16990,0.0,10.0,4,0,playing flute ,14767
6440,0.9,10.0,4,0,playing flute ,5593
13045,0.0,10.0,4,0,playing flute ,11363
2583,0.0,10.0,4,0,playing flute ,2204
3541,0.0,10.0,4,0,playing flute ,3054
15258,3.76,10.0,4,0,playing flute ,13288
9125,0.0,10.0,4,0,playing flute ,7928
15879,0.0,9.99,4,0,playing flute ,13828
2280,0.0,10.0,4,0,playing flute ,1941
3480,4.19,10.0,4,0,playing flute ,3008
15856,0.0,10.0,4,0,playing flute ,13806
6486,0.0,10.0,4,0,playing flute ,5635
1861,5.04,10.0,4,0,playing flute ,1569
24180,0.0,10.0,4,0,playing flute ,21052
7187,0.0,10.0,4,0,playing flute ,6245
14591,1.82,10.0,4,0,playing flute ,12715
1,0.0,10.0,4,0,playing flute ,1
18911,0.0,10.0,4,0,playing flute ,16443
17930,0.0,10.0,4,0,playing flute ,15587
19351,0.0,10.0,4,0,playing flute ,16838
3586,0.0,10.0,4,0,playing flute ,3092
11141,3.86,10.0,4,0,playing flute ,9707
18220,2.87,7.13,4,0,playing flute ,15838
3815,0.0,8.6,4,0,playing flute ,3295
8990,0.0,10.0,4,0,playing flute ,7802
3544,0.0,10.0,4,0,playing flute ,3057
2184,0.0,10.0,4,0,playing flute ,1858
15878,1.43,10.0,4,0,playing flute ,13827
2626,0.0,9.92,4,0,playing flute ,2245
7396,0.0,10.0,4,0,playing flute ,6435
2548,0.0,10.0,4,0,playing flute ,2173
14716,2.95,10.0,4,0,playing flute ,12818
18585,0.09,10.0,4,0,playing flute ,16144
1160,0.0,9.89,4,0,playing flute ,976
24448,0.0,10.0,4,0,playing flute ,21295
12496,0.0,9.97,4,0,playing flute ,10895
18910,0.0,10.0,4,0,playing flute ,16442
1862,0.0,10.0,4,0,playing flute ,1570
15858,0.0,9.98,4,0,playing flute ,13808
434,0.0,10.0,4,0,playing flute ,354
4932,0.0,10.0,4,0,playing flute ,4265
1870,0.0,10.0,4,0,playing flute ,1577
15029,0.95,10.0,4,0,playing flute ,13085
8172,0.0,9.98,4,0,playing flute ,7104
15132,0.0,10.0,4,0,playing flute ,13175
18835,0.12,10.0,4,0,playing flute ,16372
6746,0.0,10.0,4,0,playing flute ,5861
2683,1.01,10.0,4,0,playing flute ,2300
13895,1.5,10.0,4,0,playing flute ,12105
6485,0.0,10.0,4,0,playing flute ,5634
22526,0.0,4.71,4,0,playing flute ,19586
6398,0.0,10.0,4,0,playing flute ,5553
24105,0.0,10.0,4,0,playing flute ,20988
1157,5.25,10.0,4,0,playing flute ,973
2783,0.0,9.99,4,0,playing flute ,2394
18770,0.0,10.0,4,0,playing flute ,16314
2685,0.0,10.0,4,0,playing flute ,2302
2436,0.0,10.0,4,0,playing flute ,2074
1701,0.03,10.0,4,0,playing flute ,1426
7802,0.0,6.66,4,0,playing flute ,6793
2279,0.0,10.0,4,0,playing flute ,1940
23520,0.0,10.0,4,0,playing flute ,20474
4970,1.68,10.0,4,0,playing flute ,4299
19794,0.0,10.0,4,0,playing flute ,17225
16737,0.0,10.0,4,0,playing flute ,14562
13896,0.0,10.0,4,0,playing flute ,12106
7572,0.0,10.0,4,0,playing flute ,6597
1821,0.0,10.0,4,0,playing flute ,1533
18525,0.0,10.0,4,0,playing flute ,16101
15131,0.4,10.0,4,0,playing flute ,13174
13008,0.0,10.0,4,0,playing flute ,11339
13577,0.0,10.0,4,0,playing flute ,11824
19792,6.12,10.0,4,0,playing flute ,17223
15909,0.0,10.0,4,0,playing flute ,13846
24106,0.0,9.98,4,0,playing flute ,20989
12932,3.06,10.0,4,0,playing flute ,11270
8171,0.0,10.0,4,0,playing flute ,7103
2435,3.45,10.0,4,0,playing flute ,2073
13897,0.0,10.0,4,0,playing flute ,12107
10107,0.0,10.0,4,0,playing flute ,8813
16668,0.0,9.99,4,0,playing flute ,14500
3829,0.0,10.0,4,0,playing flute ,3309
2585,0.0,10.0,4,0,playing flute ,2206
431,0.0,10.0,4,0,playing flute ,351
2550,0.0,10.0,4,0,playing flute ,2175
3273,0.19,10.0,4,0,playing flute ,2821
13006,0.0,10.0,4,0,playing flute ,11337
1975,0.0,10.0,4,0,playing flute ,1679
16739,0.0,10.0,4,0,playing flute ,14564
3482,0.0,10.0,4,0,playing flute ,3010
2584,0.0,10.0,4,0,playing flute ,2205
16740,0.0,10.0,4,0,playing flute ,14565
15474,0.0,10.0,4,0,playing flute ,13483
1620,0.0,10.0,4,0,playing flute ,1354
3295,0.0,10.0,4,0,playing flute ,2840
17929,0.0,10.0,4,0,playing flute ,15586
8215,0.0,10.0,4,0,playing flute ,7136
24181,0.0,10.0,4,0,playing flute ,21053
6484,0.0,10.0,4,0,playing flute ,5633
23522,0.0,10.0,4,0,playing flute ,20476
15603,0.0,10.0,4,0,playing flute ,13594
2611,0.05,10.0,4,0,playing flute ,2231
2582,0.46,10.0,4,0,playing flute ,2203
8993,0.0,10.0,4,0,playing flute ,7805
10106,0.0,10.0,4,0,playing flute ,8812
24912,2.5,7.49,4,0,playing flute ,21703
10104,3.95,10.0,4,0,playing flute ,8810
8919,0.0,9.99,4,0,playing flute ,7740
2623,0.29,10.0,4,0,playing flute ,2242
2549,0.0,10.0,4,0,playing flute ,2174
15033,0.0,10.0,4,0,playing flute ,13089
16086,0.99,10.0,4,0,playing flute ,13992
1819,3.42,10.0,4,0,playing flute ,1531
8170,3.76,10.0,4,0,playing flute ,7102
18523,3.55,10.0,4,0,playing flute ,16099
10108,0.0,10.0,4,0,playing flute ,8814
19793,0.0,10.0,4,0,playing flute ,17224
16493,0.0,10.0,4,0,playing flute ,14339
7395,0.0,10.0,4,0,playing flute ,6434
6400,0.0,10.0,4,0,playing flute ,5555
7570,0.78,10.0,4,0,playing flute ,6595
3585,0.0,10.0,4,0,playing flute ,3091
3294,0.0,10.0,4,0,playing flute ,2839
13579,0.0,10.0,4,0,playing flute ,11826
4931,0.0,10.0,4,0,playing flute ,4264
27484,0.04,9.95,4,0,playing flute ,23934
1775,0.0,10.0,4,0,playing flute ,1490
10105,0.0,10.0,4,0,playing flute ,8811
2797,0.02,10.0,4,0,playing flute ,2405
3909,0.0,10.0,4,0,playing flute ,3370
17435,0.0,3.0,4,0,playing flute ,15142
3814,0.0,10.0,4,0,playing flute ,3294
5387,0.0,9.43,5,1,playing bamboo flute ,4653
18084,3.33,10.0,5,1,playing bamboo flute ,15721
19568,0.0,10.0,5,1,playing bamboo flute ,17033
7711,0.0,10.0,5,1,playing bamboo flute ,6715
563,0.0,10.0,5,1,playing bamboo flute ,472
7476,0.0,10.0,5,1,playing bamboo flute ,6512
2932,0.0,10.0,5,1,playing bamboo flute ,2530
6403,0.0,10.0,5,1,playing bamboo flute ,5557
562,0.07,10.0,5,1,playing bamboo flute ,471
6804,0.0,10.0,5,1,playing bamboo flute ,5911
3946,1.9,10.0,5,1,playing bamboo flute ,3402
19076,0.0,10.0,5,1,playing bamboo flute ,16591
5856,0.0,10.0,5,1,playing bamboo flute ,5072
1817,0.0,10.0,5,1,playing bamboo flute ,1529
1850,0.0,10.0,5,1,playing bamboo flute ,1559
7710,0.0,10.0,5,1,playing bamboo flute ,6714
9173,0.0,10.0,5,1,playing bamboo flute ,7972
17241,0.0,10.0,5,1,playing bamboo flute ,14975
16449,0.0,10.0,5,1,playing bamboo flute ,14298
22679,0.0,10.0,5,1,playing bamboo flute ,19731
9088,0.0,10.0,5,1,playing bamboo flute ,7893
2453,0.0,10.0,5,1,playing bamboo flute ,2091
5680,2.21,10.0,5,1,playing bamboo flute ,4909
12124,0.0,10.0,5,1,playing bamboo flute ,10549
201,0.54,10.0,5,1,playing bamboo flute ,161
17238,0.0,10.0,5,1,playing bamboo flute ,14972
14863,0.0,10.0,5,1,playing bamboo flute ,12936
310,0.8,10.0,5,1,playing bamboo flute ,247
20639,0.0,10.0,5,1,playing bamboo flute ,17947
3940,0.0,9.93,5,1,playing bamboo flute ,3396
2934,0.0,10.0,5,1,playing bamboo flute ,2532
16452,0.0,10.0,5,1,playing bamboo flute ,14301
24344,0.0,10.0,5,1,playing bamboo flute ,21205
9174,0.0,10.0,5,1,playing bamboo flute ,7973
9280,0.0,10.0,5,1,playing bamboo flute ,8060
14864,0.0,10.0,5,1,playing bamboo flute ,12937
16869,0.0,10.0,5,1,playing bamboo flute ,14672
3337,0.0,10.0,5,1,playing bamboo flute ,2876
2769,3.17,10.0,5,1,playing bamboo flute ,2382
19812,0.0,10.0,5,1,playing bamboo flute ,17240
3414,0.0,10.0,5,1,playing bamboo flute ,2949
7345,0.0,10.0,5,1,playing bamboo flute ,6385
18607,0.0,9.99,5,1,playing bamboo flute ,16166
3743,0.0,10.0,5,1,playing bamboo flute ,3231
9925,0.0,10.0,5,1,playing bamboo flute ,8650
2728,0.0,10.0,5,1,playing bamboo flute ,2341
831,0.0,9.8,5,1,playing bamboo flute ,697
1851,0.0,10.0,5,1,playing bamboo flute ,1560
7349,0.0,10.0,5,1,playing bamboo flute ,6389
6308,0.0,10.0,5,1,playing bamboo flute ,5471
2727,0.0,10.0,5,1,playing bamboo flute ,2340
19811,0.0,10.0,5,1,playing bamboo flute ,17239
9086,0.0,10.0,5,1,playing bamboo flute ,7891
6404,0.0,10.0,5,1,playing bamboo flute ,5558
7474,2.72,10.0,5,1,playing bamboo flute ,6510
10388,0.0,10.0,5,1,playing bamboo flute ,9058
3324,3.05,10.0,5,1,playing bamboo flute ,2865
20950,0.0,10.0,5,1,playing bamboo flute ,18212
9171,4.53,10.0,5,1,playing bamboo flute ,7970
20951,0.0,10.0,5,1,playing bamboo flute ,18213
20637,0.0,10.0,5,1,playing bamboo flute ,17945
20638,0.0,10.0,5,1,playing bamboo flute ,17946
9557,0.0,10.0,5,1,playing bamboo flute ,8307
19569,0.0,10.0,5,1,playing bamboo flute ,17034
14805,2.99,10.0,5,1,playing bamboo flute ,12889
16450,0.0,10.0,5,1,playing bamboo flute ,14299
6793,0.0,10.0,5,1,playing bamboo flute ,5903
1852,1.82,10.0,5,1,playing bamboo flute ,1561
311,0.0,10.0,5,1,playing bamboo flute ,248
14209,0.0,10.0,5,1,playing bamboo flute ,12380
25618,0.0,10.0,5,1,playing bamboo flute ,22308
5681,0.0,10.0,5,1,playing bamboo flute ,4910
9279,0.0,10.0,5,1,playing bamboo flute ,8059
14111,0.0,9.98,5,1,playing bamboo flute ,12299
11734,0.0,10.0,5,1,playing bamboo flute ,10222
5741,0.0,10.0,5,1,playing bamboo flute ,4964
23701,0.01,10.0,5,1,playing bamboo flute ,20628
24858,0.0,10.0,5,1,playing bamboo flute ,21654
24345,0.0,9.67,5,1,playing bamboo flute ,21206
22855,0.73,10.0,5,1,playing bamboo flute ,19888
9085,3.74,10.0,5,1,playing bamboo flute ,7890
20613,0.0,10.0,5,1,playing bamboo flute ,17925
22639,0.0,9.99,5,1,playing bamboo flute ,19691
7893,1.11,10.0,5,1,playing bamboo flute ,6871
22792,0.0,10.0,5,1,playing bamboo flute ,19834
92,0.0,10.0,5,1,playing bamboo flute ,80
5684,0.0,10.0,5,1,playing bamboo flute ,4913
10387,0.0,10.0,5,1,playing bamboo flute ,9057
10470,4.53,10.0,5,1,playing bamboo flute ,9126
15365,0.0,10.0,5,1,playing bamboo flute ,13387
6306,0.0,10.0,5,1,playing bamboo flute ,5469
19075,0.0,10.0,5,1,playing bamboo flute ,16590
10474,0.0,7.43,5,1,playing bamboo flute ,9130
22636,2.89,10.0,5,1,playing bamboo flute ,19688
6770,0.0,7.64,5,1,playing bamboo flute ,5884
2774,0.0,10.0,5,1,playing bamboo flute ,2387
20614,0.0,10.0,5,1,playing bamboo flute ,17926
1815,0.0,10.0,5,1,playing bamboo flute ,1527
3074,0.0,10.0,5,1,playing bamboo flute ,2650
20728,0.0,10.0,5,1,playing bamboo flute ,18017
4690,0.0,10.0,5,1,playing bamboo flute ,4054
11068,0.0,10.0,5,1,playing bamboo flute ,9649
19570,0.0,10.0,5,1,playing bamboo flute ,17035
6805,0.0,10.0,5,1,playing bamboo flute ,5912
9488,0.0,9.66,5,1,playing bamboo flute ,8243
18604,4.41,10.0,5,1,playing bamboo flute ,16163
1879,0.16,10.0,5,1,playing bamboo flute ,1586
23058,0.0,10.0,5,1,playing bamboo flute ,20065
2604,0.0,10.0,5,1,playing bamboo flute ,2225
18199,0.0,10.0,5,1,playing bamboo flute ,15824
3076,0.0,10.0,5,1,playing bamboo flute ,2652
9558,0.0,2.59,5,1,playing bamboo flute ,8308
2770,0.0,10.0,5,1,playing bamboo flute ,2383
8341,0.0,10.0,5,1,playing bamboo flute ,7247
312,0.0,10.0,5,1,playing bamboo flute ,249
1849,2.88,10.0,5,1,playing bamboo flute ,1558
1814,1.61,10.0,5,1,playing bamboo flute ,1526
9162,0.0,10.0,5,1,playing bamboo flute ,7961
7344,0.0,10.0,5,1,playing bamboo flute ,6384
7478,0.0,10.0,5,1,playing bamboo flute ,6514
11735,0.0,10.0,5,1,playing bamboo flute ,10223
6803,2.69,10.0,5,1,playing bamboo flute ,5910
14419,0.02,10.0,5,1,playing bamboo flute ,12562
2073,0.0,10.0,5,1,playing bamboo flute ,1760
18201,0.0,10.0,5,1,playing bamboo flute ,15826
3413,0.0,10.0,5,1,playing bamboo flute ,2948
18870,0.0,3.0,5,1,playing bamboo flute ,16406
9278,2.8,10.0,5,1,playing bamboo flute ,8058
10857,4.45,5.55,5,1,playing bamboo flute ,9464
6402,1.31,10.0,5,1,playing bamboo flute ,5556
1855,0.0,10.0,5,1,playing bamboo flute ,1564
3334,0.0,10.0,5,1,playing bamboo flute ,2873
19078,0.0,10.0,5,1,playing bamboo flute ,16593
10950,0.0,10.0,5,1,playing bamboo flute ,9545
7057,0.0,10.0,5,1,playing bamboo flute ,6128
1328,0.0,10.0,5,1,playing bamboo flute ,1123
27357,0.0,10.0,5,1,playing bamboo flute ,23822
7343,0.0,10.0,5,1,playing bamboo flute ,6383
20729,0.0,10.0,5,1,playing bamboo flute ,18018
186,0.69,10.0,5,1,playing bamboo flute ,150
59,2.48,10.0,5,1,playing bamboo flute ,52
22687,0.0,10.0,5,1,playing bamboo flute ,19738
22032,0.0,10.0,5,1,playing bamboo flute ,19148
23054,0.0,10.0,5,1,playing bamboo flute ,20061
3937,0.0,10.0,5,1,playing bamboo flute ,3393
12546,0.0,10.0,5,1,playing bamboo flute ,10937
9924,0.0,10.0,5,1,playing bamboo flute ,8649
22149,0.0,10.0,5,1,playing bamboo flute ,19255
11732,0.0,10.0,5,1,playing bamboo flute ,10220
11224,0.0,10.0,5,1,playing bamboo flute ,9769
9163,0.0,10.0,5,1,playing bamboo flute ,7962
3744,0.0,10.0,5,1,playing bamboo flute ,3232
11226,0.0,9.98,5,1,playing bamboo flute ,9771
2478,0.0,10.0,5,1,playing bamboo flute ,2114
1882,0.0,10.0,5,1,playing bamboo flute ,1589
1818,0.0,10.0,5,1,playing bamboo flute ,1530
10471,0.0,10.0,5,1,playing bamboo flute ,9127
22685,0.0,10.0,5,1,playing bamboo flute ,19736
1329,0.0,10.0,5,1,playing bamboo flute ,1124
19590,0.0,10.0,5,1,playing bamboo flute ,17052
14208,0.42,10.0,5,1,playing bamboo flute ,12379
17240,0.0,10.0,5,1,playing bamboo flute ,14974
8775,0.0,10.0,5,1,playing bamboo flute ,7622
22031,0.0,10.0,5,1,playing bamboo flute ,19147
7059,0.0,10.0,5,1,playing bamboo flute ,6130
2601,0.23,10.0,5,1,playing bamboo flute ,2222
6807,0.0,9.99,5,1,playing bamboo flute ,5914
6792,2.41,10.0,5,1,playing bamboo flute ,5902
203,0.0,7.03,5,1,playing bamboo flute ,163
2603,0.0,10.0,5,1,playing bamboo flute ,2224
542,0.79,10.0,5,1,playing bamboo flute ,452
7895,0.0,10.0,5,1,playing bamboo flute ,6873
1854,0.0,10.0,5,1,playing bamboo flute ,1563
23057,0.0,10.0,5,1,playing bamboo flute ,20064
20636,0.02,10.0,5,1,playing bamboo flute ,17944
11389,0.0,9.99,5,1,playing bamboo flute ,9918
19567,0.0,10.0,5,1,playing bamboo flute ,17032
24612,1.01,10.0,5,1,playing bamboo flute ,21437
14807,0.0,10.0,5,1,playing bamboo flute ,12891
11066,2.52,10.0,5,1,playing bamboo flute ,9647
11223,8.14,10.0,5,1,playing bamboo flute ,9768
23055,0.0,10.0,5,1,playing bamboo flute ,20062
16453,0.0,10.0,5,1,playing bamboo flute ,14302
25016,0.0,10.0,5,1,playing bamboo flute ,21794
23056,0.0,10.0,5,1,playing bamboo flute ,20063
18605,0.0,10.0,5,1,playing bamboo flute ,16164
10472,0.0,10.0,5,1,playing bamboo flute ,9128
8343,0.0,9.99,5,1,playing bamboo flute ,7249
1878,0.0,10.0,5,1,playing bamboo flute ,1585
11731,0.0,10.0,5,1,playing bamboo flute ,10219
9922,4.66,10.0,5,1,playing bamboo flute ,8647
17239,0.0,10.0,5,1,playing bamboo flute ,14973
3947,0.0,10.0,5,1,playing bamboo flute ,3403
2075,0.0,10.0,5,1,playing bamboo flute ,1762
91,0.15,10.0,5,1,playing bamboo flute ,79
1904,0.09,9.91,5,1,playing bamboo flute ,1610
2933,0.0,10.0,5,1,playing bamboo flute ,2531
10949,0.0,10.0,5,1,playing bamboo flute ,9544
1829,0.0,10.0,5,1,playing bamboo flute ,1541
18085,0.0,10.0,5,1,playing bamboo flute ,15722
3336,0.0,10.0,5,1,playing bamboo flute ,2875
2074,0.0,10.0,5,1,playing bamboo flute ,1761
18086,0.0,9.98,5,1,playing bamboo flute ,15723
14958,0.0,10.0,5,1,playing bamboo flute ,13025
313,0.0,10.0,5,1,playing bamboo flute ,250
3333,2.44,10.0,5,1,playing bamboo flute ,2872
19074,0.0,10.0,5,1,playing bamboo flute ,16589
9087,0.0,10.0,5,1,playing bamboo flute ,7892
25617,0.0,10.0,5,1,playing bamboo flute ,22307
6806,0.0,10.0,5,1,playing bamboo flute ,5913
22150,0.0,10.0,5,1,playing bamboo flute ,19256
24614,0.0,10.0,5,1,playing bamboo flute ,21439
22791,0.0,10.0,5,1,playing bamboo flute ,19833
15366,0.0,10.0,5,1,playing bamboo flute ,13388
2293,0.01,1.74,5,1,playing bamboo flute ,1953
2072,4.8,10.0,5,1,playing bamboo flute ,1759
9172,0.0,10.0,5,1,playing bamboo flute ,7971
9869,0.0,9.91,5,1,playing bamboo flute ,8595
27356,0.03,10.0,5,1,playing bamboo flute ,23821
9683,0.0,10.0,5,1,playing bamboo flute ,8426
9161,0.0,10.0,5,1,playing bamboo flute ,7960
2452,7.25,10.0,5,1,playing bamboo flute ,2090
1883,0.0,10.0,5,1,playing bamboo flute ,1590
14806,0.0,10.0,5,1,playing bamboo flute ,12890
16487,0.01,10.0,5,1,playing bamboo flute ,14333
565,0.0,10.0,5,1,playing bamboo flute ,474
22678,0.0,10.0,5,1,playing bamboo flute ,19730
8342,0.0,10.0,5,1,playing bamboo flute ,7248
19077,0.0,10.0,5,1,playing bamboo flute ,16592
9923,0.0,10.0,5,1,playing bamboo flute ,8648
20640,0.0,10.0,5,1,playing bamboo flute ,17948
17237,2.41,10.0,5,1,playing bamboo flute ,14971
22637,0.0,10.0,5,1,playing bamboo flute ,19689
7477,0.0,10.0,5,1,playing bamboo flute ,6513
6794,0.0,10.0,5,1,playing bamboo flute ,5904
7709,0.0,10.0,5,1,playing bamboo flute ,6713
3936,3.95,10.0,5,1,playing bamboo flute ,3392
3325,0.0,10.0,5,1,playing bamboo flute ,2866
23703,0.0,10.0,5,1,playing bamboo flute ,20630
11225,0.0,10.0,5,1,playing bamboo flute ,9770
6307,0.0,10.0,5,1,playing bamboo flute ,5470
27358,0.0,10.0,5,1,playing bamboo flute ,23823
564,0.0,10.0,5,1,playing bamboo flute ,473
9868,8.03,10.0,5,1,playing bamboo flute ,8594
2771,0.0,10.0,5,1,playing bamboo flute ,2384
3948,0.0,8.1,5,1,playing bamboo flute ,3404
18606,0.0,10.0,5,1,playing bamboo flute ,16165
25616,0.48,10.0,5,1,playing bamboo flute ,22306
3939,0.0,10.0,5,1,playing bamboo flute ,3395
22583,0.0,10.0,10,2,playing ukulele ,19639
6389,0.0,10.0,10,2,playing ukulele ,5545
17536,0.01,10.0,10,2,playing ukulele ,15228
25474,0.0,10.0,10,2,playing ukulele ,22179
3077,0.0,10.0,10,2,playing ukulele ,2653
21960,0.88,10.0,10,2,playing ukulele ,19083
24108,0.0,10.0,10,2,playing ukulele ,20991
6670,0.0,9.82,10,2,playing ukulele ,5797
27506,0.0,10.0,10,2,playing ukulele ,23954
20888,0.0,10.0,10,2,playing ukulele ,18163
22761,1.67,10.0,10,2,playing ukulele ,19806
20887,5.78,10.0,10,2,playing ukulele ,18162
1553,0.0,10.0,10,2,playing ukulele ,1307
27372,0.0,10.0,10,2,playing ukulele ,23837
12739,0.1,10.0,10,2,playing ukulele ,11099
23470,1.4,10.0,10,2,playing ukulele ,20431
22587,0.0,10.0,10,2,playing ukulele ,19643
26949,0.0,10.0,10,2,playing ukulele ,23461
18281,0.0,10.0,10,2,playing ukulele ,15889
26872,0.52,9.99,10,2,playing ukulele ,23399
17679,0.0,8.36,10,2,playing ukulele ,15358
22762,0.0,10.0,10,2,playing ukulele ,19807
17840,0.0,10.0,10,2,playing ukulele ,15505
21961,0.0,10.0,10,2,playing ukulele ,19084
11796,3.6,9.99,10,2,playing ukulele ,10268
18283,0.0,10.0,10,2,playing ukulele ,15891
135,0.0,10.0,10,2,playing ukulele ,109
16660,0.0,10.0,10,2,playing ukulele ,14492
12325,0.0,10.0,10,2,playing ukulele ,10740
22056,0.0,10.0,10,2,playing ukulele ,19169
27840,0.0,10.0,10,2,playing ukulele ,24241
21403,0.0,10.0,10,2,playing ukulele ,18602
13704,0.0,9.97,10,2,playing ukulele ,11933
19061,0.0,10.0,10,2,playing ukulele ,16576
21379,0.0,10.0,10,2,playing ukulele ,18585
22950,0.0,8.13,10,2,playing ukulele ,19972
26339,0.0,10.0,10,2,playing ukulele ,22937
18282,0.0,10.0,10,2,playing ukulele ,15890
27551,4.49,10.0,10,2,playing ukulele ,23992
12101,0.0,10.0,10,2,playing ukulele ,10528
20413,0.0,10.0,10,2,playing ukulele ,17759
1404,0.33,10.0,10,2,playing ukulele ,1195
26504,1.69,10.0,10,2,playing ukulele ,23082
24750,2.45,5.6,10,2,playing ukulele ,21556
27212,0.0,10.0,10,2,playing ukulele ,23694
23146,0.0,10.0,10,2,playing ukulele ,20144
22452,0.0,10.0,10,2,playing ukulele ,19516
22187,0.0,10.0,10,2,playing ukulele ,19293
27646,0.0,10.0,10,2,playing ukulele ,24069
11476,0.0,6.36,10,2,playing ukulele ,9995
22006,0.0,3.0,10,2,playing ukulele ,19125
12923,0.0,10.0,10,2,playing ukulele ,11261
22861,1.61,10.0,10,2,playing ukulele ,19894
691,0.28,10.0,10,2,playing ukulele ,578
2708,1.38,6.05,10,2,playing ukulele ,2324
1142,0.0,10.0,10,2,playing ukulele ,959
25475,0.0,10.0,10,2,playing ukulele ,22180
20889,0.0,6.74,10,2,playing ukulele ,18164
5398,0.0,10.0,10,2,playing ukulele ,4661
13703,0.0,10.0,10,2,playing ukulele ,11932
22585,0.0,10.0,10,2,playing ukulele ,19641
23144,0.0,10.0,10,2,playing ukulele ,20142
3611,0.0,10.0,10,2,playing ukulele ,3116
