sample_id,onset,offset,label,new_category,category_name,index,haveBGM
14389,0.03,1.7,14,5,operating a remote control car (excluding drifting/racing),12535,1
4219,7.62,10.0,60,18,using a jack,3636,1
18711,0.0,10.0,48,11,flying remote control drone,16259,1
15590,1.76,9.99,228,52,mowing a lawn,13582,1
5249,0.0,10.0,359,81,singing,4532,1
28038,2.19,7.81,334,67,shooting with a slingshot,24420,1
19030,0.37,10.0,106,37,playing djembe,16550,1
10791,0.0,10.0,100,33,carving wood,9411,1
4883,0.0,10.0,349,77,playing suona,4221,1
24283,0.0,8.23,240,56,laser beam welding,21147,1
24968,0.0,10.0,36,9,modifying car,21751,1
1702,0.0,10.0,4,0,playing flute ,1427,1
7848,7.09,10.0,52,13,brushing teeth,6834,1
3179,0.0,10.0,80,26,water truck sprinkling water,2741,1
24109,0.0,10.0,10,2,playing ukulele ,20992,1
6426,0.0,10.0,102,34,playing hulusi,5579,1
11895,0.0,8.65,232,54,cleaning a washing machine,10354,1
25626,3.81,10.0,232,54,cleaning a washing machine,22315,1
10412,3.57,6.43,48,11,flying remote control drone,9078,1
13876,4.04,10.0,338,69,scratching on a cat scratching board,12088,1
25132,0.0,10.0,81,27,playing erhu,21897,1
17161,0.0,10.0,86,29,playing guzheng,14907,1
10724,0.01,9.99,231,53,cleaning with a robot vacuum,9346,1
6643,0.0,10.0,241,57,moving with forklift,5772,1
24511,0.0,9.99,322,64,boxing,21352,1
11777,0.0,10.0,56,16,mixing cement/concrete,10254,1
5565,0.0,10.0,37,10,laser engraving,4806,1
14878,1.62,10.0,12,3,carving with hand tools,12951,1
17841,2.25,7.75,164,48,jumping rope,15506,1
4801,0.0,10.0,12,3,carving with hand tools,4149,1
18656,3.36,10.0,108,38,playing fingerstyle guitar,16206,1
4567,0.0,10.0,120,42,playing melodica,3933,1
8029,0.0,10.0,145,45,baby drinking milk,6980,1
16065,0.0,10.0,71,21,freeskating,13976,1
21594,0.0,10.0,20,7,cutting with a circular saw,18773,1
25203,0.66,9.34,398,85,setting off fireworks and firecrackers,21953,1
11398,0.0,3.82,312,62,playing badminton,9927,1
20402,4.72,10.0,20,7,cutting with a circular saw,17754,1
924,0.0,6.45,231,53,cleaning with a robot vacuum,776,1
12512,0.0,10.0,319,63,wrestling,10908,1
3928,0.0,10.0,120,42,playing melodica,3385,1
10153,0.0,5.25,148,46,piercing a balloon,8853,1
15813,2.1,10.0,100,33,carving wood,13765,1
26569,0.0,10.0,343,72,plane taking off,23143,1
14652,0.0,10.0,360,82,shaving head,12763,1
24249,2.04,10.0,81,27,playing erhu,21118,1
3764,0.8,10.0,240,56,laser beam welding,3249,1
23481,0.0,9.91,337,68,raining,20442,1
16900,0.0,10.0,203,51,using a sewing machine,14688,1
24134,2.39,7.61,334,67,shooting with a slingshot,21014,1
1653,3.7,10.0,48,11,flying remote control drone,1381,1
4496,0.0,10.0,322,64,boxing,3872,1
595,0.22,10.0,343,72,plane taking off,494,1
25893,0.0,10.0,352,78,performing traditional Chinese opera,22548,1
22844,0.0,3.78,55,15,deconstructing a building,19877,1
17264,0.0,9.23,306,59,playing volleyball,14996,1
6160,0.0,10.0,106,37,playing djembe,5336,1
7578,4.13,5.86,164,48,jumping rope,6602,1
11681,2.55,10.0,81,27,playing erhu,10172,1
15944,0.0,10.0,310,61,skateboarding,13874,1
4203,1.99,8.01,36,9,modifying car,3621,1
12560,0.0,10.0,241,57,moving with forklift,10947,1
2231,0.0,6.03,235,55,using a vacuum cleaner,1901,1
26004,0.0,10.0,310,61,skateboarding,22649,1
8258,0.0,10.0,312,62,playing badminton,7175,1
8290,2.85,6.7,312,62,playing badminton,7198,1
2870,0.0,5.72,71,21,freeskating,2470,1
16140,3.62,6.62,312,62,playing badminton,14043,1
9214,0.0,10.0,13,4,twisting balloons,8012,1
21749,0.0,10.0,349,77,playing suona,18903,1
15686,0.0,10.0,71,21,freeskating,13653,1
11659,0.0,10.0,81,27,playing erhu,10153,1
5172,0.0,10.0,342,71,feeding a cat,4470,1
9025,0.0,10.0,71,21,freeskating,7833,1
10634,0.2,10.0,102,34,playing hulusi,9263,1
22010,0.0,10.0,145,45,baby drinking milk,19129,1
18795,0.0,9.99,49,12,drifting car,16337,1
8920,0.0,10.0,71,21,freeskating,7741,1
25286,0.03,10.0,81,27,playing erhu,22020,1
13117,2.58,7.43,131,43,practicing equestrianism,11429,1
16758,0.0,10.0,57,17,scraping putty/cement,14582,1
5483,4.0,10.0,148,46,piercing a balloon,4737,1
11007,0.0,3.0,241,57,moving with forklift,9597,1
20415,0.0,2.5,145,45,baby drinking milk,17761,1
18050,0.66,9.35,235,55,using a vacuum cleaner,15693,1
170,3.98,10.0,240,56,laser beam welding,137,1
19166,0.0,10.0,37,10,laser engraving,16672,1
17766,0.0,10.0,77,24,having a snowball fight,15438,1
4369,0.0,10.0,36,9,modifying car,3765,1
1854,0.0,10.0,5,1,playing bamboo flute ,1563,1
15655,5.59,10.0,19,6,riding a motorcycle (excluding drifting),13631,1
984,0.0,9.94,322,64,boxing,825,1
24925,0.0,9.99,349,77,playing suona,21714,1
5874,0.0,10.0,102,34,playing hulusi,5089,1
20460,0.0,10.0,37,10,laser engraving,17799,1
16249,0.0,10.0,57,17,scraping putty/cement,14135,1
4136,0.0,10.0,78,25,harvesting rice,3558,1
24235,0.0,10.0,352,78,performing traditional Chinese opera,21105,1
14669,0.0,8.15,326,65,diving (sports),12777,1
6048,4.27,8.0,322,64,boxing,5241,1
433,0.0,10.0,4,0,playing flute ,353,1
10230,0.0,10.0,100,33,carving wood,8919,1
20175,0.0,10.0,319,63,wrestling,17564,1
22978,2.68,7.32,232,54,cleaning a washing machine,19997,1
25207,0.0,2.7,105,36,using a massage gun,21956,1
22026,0.0,10.0,310,61,skateboarding,19144,1
15660,0.0,7.41,100,33,carving wood,13636,1
1,0.0,10.0,4,0,playing flute ,1,1
4685,0.0,10.0,151,47,harvesting crops by machines,4049,1
27688,0.0,10.0,346,74,playing drum,24109,1
19114,0.0,10.0,105,36,using a massage gun,16627,1
3904,0.0,10.0,120,42,playing melodica,3368,1
26669,3.5,6.5,199,50,arc welding,23224,1
24158,0.0,10.0,306,59,playing volleyball,21034,1
25694,0.0,6.09,305,58,playing table tennis,22374,1
923,3.55,10.0,231,53,cleaning with a robot vacuum,775,1
9204,1.06,9.96,310,61,skateboarding,8002,1
2914,0.0,9.92,319,63,wrestling,2512,1
1650,0.0,10.0,118,41,playing harmonica,1378,1
27381,0.0,10.0,228,52,mowing a lawn,23846,1
18996,3.96,6.04,240,56,laser beam welding,16524,1
17851,0.56,7.0,240,56,laser beam welding,15516,1
3686,0.0,10.0,60,18,using a jack,3178,1
23248,3.04,6.96,312,62,playing badminton,20235,1
24706,0.0,10.0,343,72,plane taking off,21522,1
15638,0.0,10.0,342,71,feeding a cat,13616,1
17310,0.0,10.0,100,33,carving wood,15032,1
19446,6.24,10.0,102,34,playing hulusi,16924,1
5201,0.0,10.0,120,42,playing melodica,4491,1
101,0.0,10.0,344,73,launching a racket,87,1
6587,0.0,10.0,343,72,plane taking off,5719,1
10613,2.91,4.56,99,32,blowing bubbles,9244,1
2518,0.18,10.0,338,69,scratching on a cat scratching board,2147,1
15127,0.01,10.0,306,59,playing volleyball,13171,1
760,2.56,7.44,232,54,cleaning a washing machine,642,1
4769,1.93,8.07,322,64,boxing,4122,1
10286,0.0,10.0,310,61,skateboarding,8971,1
2693,0.0,10.0,55,15,deconstructing a building,2310,1
2571,3.62,6.38,349,77,playing suona,2194,1
8644,5.09,10.0,228,52,mowing a lawn,7509,1
11357,0.0,10.0,349,77,playing suona,9888,1
10551,0.0,10.0,14,5,operating a remote control car (excluding drifting/racing),9192,1
6150,0.83,9.17,231,53,cleaning with a robot vacuum,5326,1
20049,0.0,10.0,341,70,panda eating bamboo,17444,1
18942,0.0,3.12,232,54,cleaning a washing machine,16473,1
5547,0.0,10.0,14,5,operating a remote control car (excluding drifting/racing),4793,1
24736,7.71,9.99,55,15,deconstructing a building,21546,1
24247,0.0,10.0,74,22,milking sheep,21116,1
24658,1.83,10.0,305,58,playing table tennis,21478,1
25571,0.72,9.27,305,58,playing table tennis,22265,1
22901,1.77,10.0,86,29,playing guzheng,19930,1
11844,0.0,10.0,343,72,plane taking off,10309,1
180,5.5,7.18,312,62,playing badminton,145,1
24396,0.94,10.0,57,17,scraping putty/cement,21245,1
5527,1.35,9.99,398,85,setting off fireworks and firecrackers,4776,1
25600,0.0,10.0,81,27,playing erhu,22292,1
5101,0.0,10.0,93,31,playing guqin,4411,1
5707,0.0,9.87,49,12,drifting car,4932,1
13072,0.0,10.0,305,58,playing table tennis,11389,1
17449,0.0,10.0,81,27,playing erhu,15155,1
6790,0.0,10.0,99,32,blowing bubbles,5900,1
18168,0.0,10.0,32,8,washing car ,15794,1
13859,0.0,10.0,71,21,freeskating,12072,1
20317,3.76,9.99,76,23,feeding dogs,17685,1
18364,7.37,9.94,322,64,boxing,15963,1
2619,0.0,10.0,352,78,performing traditional Chinese opera,2239,1
10353,0.0,10.0,241,57,moving with forklift,9026,1
270,0.0,10.0,84,28,playing hang (instrument),217,1
15901,0.29,10.0,398,85,setting off fireworks and firecrackers,13840,1
7944,0.34,9.66,343,72,plane taking off,6916,1
1285,2.34,7.66,77,24,having a snowball fight,1085,1
4106,0.0,9.13,131,43,practicing equestrianism,3531,1
26860,0.0,10.0,333,66,practicing archery,23388,1
9760,0.15,7.95,240,56,laser beam welding,8495,1
14886,0.0,10.0,398,85,setting off fireworks and firecrackers,12959,1
4004,0.0,10.0,106,37,playing djembe,3442,1
12767,4.52,10.0,32,8,washing car ,11125,1
4437,0.0,10.0,326,65,diving (sports),3824,1
2104,0.0,10.0,71,21,freeskating,1790,1
17163,1.52,8.47,100,33,carving wood,14909,1
869,0.1,10.0,398,85,setting off fireworks and firecrackers,724,1
8807,0.0,4.84,20,7,cutting with a circular saw,7652,1
2260,0.01,10.0,78,25,harvesting rice,1927,1
2039,0.0,9.45,346,74,playing drum,1734,1
8249,2.89,10.0,131,43,practicing equestrianism,7166,1
24122,0.0,10.0,106,37,playing djembe,21005,1
18647,0.0,10.0,344,73,launching a racket,16200,1
7779,2.57,7.43,48,11,flying remote control drone,6772,1
25113,6.67,10.0,338,69,scratching on a cat scratching board,21879,1
13069,2.46,7.54,307,60,playing tennis,11386,1
8135,0.0,10.0,81,27,playing erhu,7071,1
13263,0.95,10.0,349,77,playing suona,11549,1
6611,1.85,8.15,52,13,brushing teeth,5742,1
21829,0.0,10.0,36,9,modifying car,18973,1
22734,3.67,10.0,312,62,playing badminton,19782,1
24324,0.0,10.0,151,47,harvesting crops by machines,21187,1
6095,0.0,10.0,360,82,shaving head,5276,1
9530,3.83,6.17,338,69,scratching on a cat scratching board,8283,1
2316,0.0,10.0,346,74,playing drum,1974,1
3124,0.0,9.99,102,34,playing hulusi,2692,1
13147,0.0,3.52,319,63,wrestling,11454,1
5061,0.0,10.0,12,3,carving with hand tools,4377,1
9539,0.0,9.4,78,25,harvesting rice,8290,1
26053,0.0,5.45,344,73,launching a racket,22694,1
12020,0.0,5.14,36,9,modifying car,10463,1
14426,0.24,9.77,49,12,drifting car,12569,1
9738,0.51,10.0,32,8,washing car ,8475,1
17665,0.0,10.0,310,61,skateboarding,15344,1
21803,0.0,6.72,13,4,twisting balloons,18951,1
742,0.0,6.76,231,53,cleaning with a robot vacuum,625,1
16183,0.0,10.0,337,68,raining,14077,1
3093,0.01,10.0,228,52,mowing a lawn,2663,1
2336,2.32,8.07,199,50,arc welding,1987,1
863,0.0,10.0,148,46,piercing a balloon,718,1
24701,1.06,4.06,231,53,cleaning with a robot vacuum,21517,1
19507,4.85,10.0,71,21,freeskating,16980,1
18627,4.49,10.0,388,83,whistling,16180,1
8286,0.0,10.0,241,57,moving with forklift,7194,1
12659,2.48,10.0,231,53,cleaning with a robot vacuum,11033,1
25013,0.0,10.0,346,74,playing drum,21791,1
22590,0.0,10.0,71,21,freeskating,19646,1
2529,4.2,10.0,349,77,playing suona,2156,1
6290,0.0,10.0,13,4,twisting balloons,5454,1
14541,3.27,10.0,228,52,mowing a lawn,12668,1
27005,0.0,10.0,359,81,singing,23514,1
7010,0.0,10.0,310,61,skateboarding,6086,1
19339,1.32,8.68,74,22,milking sheep,16827,1
797,0.02,4.5,312,62,playing badminton,672,1
3413,0.0,10.0,5,1,playing bamboo flute ,2948,1
18866,0.0,10.0,19,6,riding a motorcycle (excluding drifting),16402,1
10564,2.54,9.99,49,12,drifting car,9203,1
23335,0.0,10.0,241,57,moving with forklift,20311,1
22482,0.0,10.0,100,33,carving wood,19543,1
19209,0.0,10.0,80,26,water truck sprinkling water,16710,1
16112,0.0,10.0,36,9,modifying car,14017,1
10236,0.0,10.0,131,43,practicing equestrianism,8925,1
25690,1.14,9.55,322,64,boxing,22372,1
4850,0.0,10.0,78,25,harvesting rice,4188,1
22895,2.63,7.36,326,65,diving (sports),19924,1
7166,0.0,10.0,133,44,tap dancing,6227,1
12261,0.0,10.0,106,37,playing djembe,10681,1
26739,0.0,10.0,145,45,baby drinking milk,23287,1
7457,0.0,10.0,57,17,scraping putty/cement,6494,1
7307,0.0,3.0,338,69,scratching on a cat scratching board,6351,1
28015,3.5,6.5,334,67,shooting with a slingshot,24399,1
8269,0.18,9.81,104,35,fingerboarding,7186,1
22716,7.21,10.0,337,68,raining,19766,1
5776,0.0,10.0,106,37,playing djembe,4997,1
2027,1.42,10.0,359,81,singing,1724,1
5928,0.0,10.0,352,78,performing traditional Chinese opera,5134,1
9925,0.0,10.0,5,1,playing bamboo flute ,8650,1
21183,2.34,10.0,319,63,wrestling,18403,1
14909,0.01,10.0,14,5,operating a remote control car (excluding drifting/racing),12980,1
7874,0.0,10.0,148,46,piercing a balloon,6853,1
1273,1.5,8.5,77,24,having a snowball fight,1074,1
4926,1.9,10.0,4,0,playing flute ,4259,1
17221,3.69,6.3,231,53,cleaning with a robot vacuum,14956,1
17611,0.0,10.0,13,4,twisting balloons,15294,1
18498,0.0,10.0,74,22,milking sheep,16074,1
3094,0.0,10.0,228,52,mowing a lawn,2664,1
9255,0.18,10.0,199,50,arc welding,8040,1
23943,3.72,10.0,349,77,playing suona,20848,1
6135,0.0,10.0,349,77,playing suona,5312,1
3979,0.0,10.0,343,72,plane taking off,3420,1
19494,0.0,8.53,360,82,shaving head,16967,1
24512,2.69,7.31,338,69,scratching on a cat scratching board,21353,1
14298,0.0,9.95,76,23,feeding dogs,12465,1
5990,0.0,8.33,231,53,cleaning with a robot vacuum,5194,1
23712,0.0,3.0,54,14,cleaning carpet,20639,1
12159,0.0,10.0,232,54,cleaning a washing machine,10581,1
14011,3.53,8.38,60,18,using a jack,12207,1
5550,0.0,10.0,61,19,using a hammer,4796,1
18599,8.16,10.0,133,44,tap dancing,16158,1
25880,0.0,10.0,352,78,performing traditional Chinese opera,22535,1
1483,0.02,10.0,359,81,singing,1254,1
10152,4.75,10.0,148,46,piercing a balloon,8852,1
2281,0.0,10.0,4,0,playing flute ,1942,1
1535,0.0,10.0,310,61,skateboarding,1297,1
15387,0.0,8.46,37,10,laser engraving,13404,1
20559,0.0,10.0,61,19,using a hammer,17873,1
27253,1.85,8.15,231,53,cleaning with a robot vacuum,23724,1
7381,0.0,10.0,151,47,harvesting crops by machines,6421,1
18165,0.0,10.0,32,8,washing car ,15791,1
16723,0.0,5.22,231,53,cleaning with a robot vacuum,14550,1
11816,0.0,10.0,326,65,diving (sports),10284,1
25705,0.0,10.0,231,53,cleaning with a robot vacuum,22384,1
24090,1.05,8.95,61,19,using a hammer,20974,1
26397,0.03,10.0,48,11,flying remote control drone,22992,1
10946,0.0,10.0,359,81,singing,9541,1
12446,0.0,8.68,14,5,operating a remote control car (excluding drifting/racing),10855,1
11406,0.0,3.38,312,62,playing badminton,9934,1
23626,0.0,2.65,306,59,playing volleyball,20570,1
26057,0.0,10.0,81,27,playing erhu,22698,1
6353,0.0,10.0,106,37,playing djembe,5510,1
12384,0.0,10.0,14,5,operating a remote control car (excluding drifting/racing),10796,1
21912,0.0,10.0,55,15,deconstructing a building,19041,1
1534,0.0,10.0,12,3,carving with hand tools,1296,1
12497,0.69,10.0,397,84,clubbing,10896,1
20111,0.0,10.0,116,40,train running,17503,1
3588,0.0,10.0,352,78,performing traditional Chinese opera,3094,1
4874,0.02,10.0,360,82,shaving head,4212,1
9736,5.31,8.31,235,55,using a vacuum cleaner,8473,1
15103,0.0,10.0,305,58,playing table tennis,13148,1
13707,0.0,10.0,105,36,using a massage gun,11935,1
15936,0.11,9.89,32,8,washing car ,13868,1
3172,0.0,10.0,310,61,skateboarding,2736,1
15239,0.0,10.0,99,32,blowing bubbles,13271,1
24119,0.0,3.0,312,62,playing badminton,21002,1
5652,2.0,10.0,358,80,performing a duet,4881,1
6271,0.05,10.0,199,50,arc welding,5438,1
27942,0.0,10.0,352,78,performing traditional Chinese opera,24334,1
21445,0.0,10.0,203,51,using a sewing machine,18643,1
8222,0.0,10.0,71,21,freeskating,7143,1
17277,2.11,10.0,37,10,laser engraving,15008,1
9675,0.0,10.0,36,9,modifying car,8418,1
24183,0.0,8.41,78,25,harvesting rice,21054,1
22221,0.0,10.0,55,15,deconstructing a building,19323,1
13233,0.32,10.0,232,54,cleaning a washing machine,11527,1
27368,4.2,10.0,228,52,mowing a lawn,23833,1
28061,0.0,10.0,344,73,launching a racket,24441,1
27608,2.25,4.99,99,32,blowing bubbles,24040,1
5060,0.0,10.0,12,3,carving with hand tools,4376,1
6452,0.12,10.0,241,57,moving with forklift,5604,1
16525,3.18,6.82,48,11,flying remote control drone,14370,1
13830,0.0,10.0,56,16,mixing cement/concrete,12045,1
21513,3.28,10.0,232,54,cleaning a washing machine,18699,1
24555,0.0,10.0,348,76,playing piano,21390,1
9773,0.0,10.0,78,25,harvesting rice,8508,1
395,5.78,9.98,312,62,playing badminton,319,1
22911,0.0,10.0,310,61,skateboarding,19940,1
1246,0.0,10.0,359,81,singing,1051,1
16340,0.0,10.0,148,46,piercing a balloon,14203,1
10592,0.0,3.0,310,61,skateboarding,9228,1
7463,0.0,10.0,343,72,plane taking off,6500,1
24675,2.64,7.37,37,10,laser engraving,21493,1
8156,0.0,2.45,338,69,scratching on a cat scratching board,7091,1
12373,0.0,1.14,334,67,shooting with a slingshot,10785,1
3206,1.26,8.75,61,19,using a hammer,2763,1
9788,1.96,10.0,241,57,moving with forklift,8521,1
4000,0.0,10.0,196,49,Playing the cello,3439,1
10516,3.84,10.0,19,6,riding a motorcycle (excluding drifting),9160,1
5017,0.0,7.14,306,59,playing volleyball,4342,1
16394,0.0,3.54,36,9,modifying car,14251,1
24434,0.0,10.0,349,77,playing suona,21281,1
3454,0.0,10.0,93,31,playing guqin,2985,1
3136,1.71,9.99,344,73,launching a racket,2702,1
15578,0.0,10.0,55,15,deconstructing a building,13573,1
11161,2.85,10.0,310,61,skateboarding,9727,1
15516,0.0,10.0,326,65,diving (sports),13519,1
19836,0.0,10.0,71,21,freeskating,17263,1
23061,0.0,5.12,57,17,scraping putty/cement,20068,1
10506,0.0,10.0,342,71,feeding a cat,9154,1
18341,0.0,10.0,388,83,whistling,15940,1
17568,0.0,10.0,49,12,drifting car,15257,1
24527,0.0,10.0,241,57,moving with forklift,21363,1
23963,4.57,10.0,84,28,playing hang (instrument),20868,1
23051,0.0,10.0,100,33,carving wood,20059,1
21804,4.06,10.0,32,8,washing car ,18952,1
6947,0.0,10.0,240,56,laser beam welding,6030,1
15586,0.0,10.0,151,47,harvesting crops by machines,13580,1
10172,0.0,10.0,57,17,scraping putty/cement,8871,1
81,2.43,10.0,32,8,washing car ,71,1
14554,0.76,9.24,203,51,using a sewing machine,12680,1
2489,0.0,10.0,319,63,wrestling,2124,1
1713,0.01,10.0,19,6,riding a motorcycle (excluding drifting),1437,1
6128,0.0,4.31,12,3,carving with hand tools,5305,1
14817,2.64,7.37,341,70,panda eating bamboo,12898,1
4939,0.0,10.0,228,52,mowing a lawn,4270,1
16678,0.0,10.0,346,74,playing drum,14509,1
27228,4.32,5.68,76,23,feeding dogs,23706,1
13428,0.0,10.0,55,15,deconstructing a building,11697,1
26094,0.02,10.0,348,76,playing piano,22731,1
4723,0.0,8.18,326,65,diving (sports),4079,1
22965,1.35,8.52,310,61,skateboarding,19985,1
26175,0.0,9.98,349,77,playing suona,22795,1
9119,5.52,8.22,232,54,cleaning a washing machine,7922,1
17373,0.0,3.0,203,51,using a sewing machine,15088,1
2825,0.31,10.0,56,16,mixing cement/concrete,2427,1
27665,5.53,8.73,326,65,diving (sports),24087,1
10196,0.0,10.0,231,53,cleaning with a robot vacuum,8889,1
10818,6.0,10.0,343,72,plane taking off,9434,1
26968,0.15,3.2,310,61,skateboarding,23478,1
18682,0.0,10.0,74,22,milking sheep,16230,1
22772,0.0,10.0,196,49,Playing the cello,19816,1
12180,2.91,7.09,333,66,practicing archery,10602,1
16436,0.0,3.0,310,61,skateboarding,14287,1
10944,3.42,6.58,231,53,cleaning with a robot vacuum,9539,1
59,2.48,10.0,5,1,playing bamboo flute ,52,1
25129,6.99,9.99,310,61,skateboarding,21895,1
10990,0.0,10.0,120,42,playing melodica,9580,1
11300,0.0,10.0,360,82,shaving head,9841,1
11122,0.0,10.0,398,85,setting off fireworks and firecrackers,9691,1
1680,0.01,10.0,102,34,playing hulusi,1405,1
15439,0.0,10.0,310,61,skateboarding,13452,1
4773,0.0,10.0,102,34,playing hulusi,4126,1
4861,5.92,10.0,14,5,operating a remote control car (excluding drifting/racing),4199,1
20152,0.0,10.0,337,68,raining,17542,1
11412,0.0,7.96,310,61,skateboarding,9940,1
20550,0.0,10.0,71,21,freeskating,17864,1
11734,0.0,10.0,5,1,playing bamboo flute ,10222,1
27849,0.0,10.0,133,44,tap dancing,24248,1
10847,0.0,10.0,37,10,laser engraving,9454,1
3336,0.0,10.0,5,1,playing bamboo flute ,2875,1
8067,0.0,10.0,310,61,skateboarding,7010,1
10091,0.0,10.0,148,46,piercing a balloon,8798,1
24924,0.0,10.0,349,77,playing suona,21713,1
14191,0.0,10.0,228,52,mowing a lawn,12364,1
20451,0.0,6.45,228,52,mowing a lawn,17796,1
22979,0.0,3.05,77,24,having a snowball fight,19998,1
22806,2.14,7.86,105,36,using a massage gun,19848,1
19594,3.1,6.9,164,48,jumping rope,17055,1
21769,0.0,10.0,151,47,harvesting crops by machines,18918,1
6697,0.0,10.0,343,72,plane taking off,5821,1
3492,0.0,10.0,74,22,milking sheep,3019,1
11125,4.35,10.0,57,17,scraping putty/cement,9694,1
11001,3.93,6.07,164,48,jumping rope,9591,1
19041,0.0,9.69,57,17,scraping putty/cement,16561,1
6240,0.0,10.0,13,4,twisting balloons,5409,1
11962,0.0,10.0,104,35,fingerboarding,10410,1
17838,1.07,8.94,240,56,laser beam welding,15504,1
15597,3.66,10.0,48,11,flying remote control drone,13588,1
16100,0.0,10.0,360,82,shaving head,14006,1
10203,4.37,9.99,241,57,moving with forklift,8894,1
1190,0.0,10.0,100,33,carving wood,1004,1
6265,0.0,10.0,241,57,moving with forklift,5433,1
5310,1.82,8.18,164,48,jumping rope,4581,1
2088,3.98,10.0,388,83,whistling,1774,1
16910,0.0,10.0,151,47,harvesting crops by machines,14698,1
7610,0.0,10.0,307,60,playing tennis,6627,1
21393,0.91,9.09,145,45,baby drinking milk,18594,1
23892,0.01,10.0,12,3,carving with hand tools,20804,1
4877,0.0,3.0,338,69,scratching on a cat scratching board,4215,1
4509,6.48,9.99,235,55,using a vacuum cleaner,3877,1
4559,0.0,10.0,398,85,setting off fireworks and firecrackers,3925,1
8697,0.0,2.26,199,50,arc welding,7555,1
10113,0.0,10.0,13,4,twisting balloons,8818,1
6788,0.0,10.0,343,72,plane taking off,5898,1
3381,0.0,10.0,77,24,having a snowball fight,2917,1
21392,0.0,10.0,57,17,scraping putty/cement,18593,1
2194,4.0,10.0,348,76,playing piano,1867,1
24244,0.0,10.0,81,27,playing erhu,21113,1
23310,0.0,10.0,343,72,plane taking off,20291,1
11629,0.0,10.0,81,27,playing erhu,10126,1
1392,0.0,10.0,358,80,performing a duet,1185,1
7041,0.0,10.0,86,29,playing guzheng,6114,1
26140,0.0,10.0,81,27,playing erhu,22763,1
4818,0.0,10.0,32,8,washing car ,4164,1
7967,7.38,10.0,76,23,feeding dogs,6931,1
21541,2.48,10.0,13,4,twisting balloons,18726,1
1029,0.0,10.0,319,63,wrestling,864,1
2554,0.0,10.0,359,81,singing,2179,1
12174,0.0,9.98,74,22,milking sheep,10596,1
7916,0.0,10.0,231,53,cleaning with a robot vacuum,6892,1
24437,0.0,10.0,93,31,playing guqin,21284,1
16842,0.0,10.0,100,33,carving wood,14650,1
5988,1.67,10.0,231,53,cleaning with a robot vacuum,5192,1
27234,0.01,2.05,104,35,fingerboarding,23711,1
11480,0.0,10.0,312,62,playing badminton,9999,1
10850,0.0,10.0,57,17,scraping putty/cement,9457,1
24001,0.0,3.0,106,37,playing djembe,20902,1
19706,0.01,10.0,305,58,playing table tennis,17155,1
18718,0.0,10.0,131,43,practicing equestrianism,16266,1
13964,0.0,10.0,151,47,harvesting crops by machines,12166,1
5480,0.0,10.0,74,22,milking sheep,4734,1
27882,8.93,10.0,338,69,scratching on a cat scratching board,24278,1
19373,0.0,10.0,240,56,laser beam welding,16859,1
26434,1.46,8.54,241,57,moving with forklift,23029,1
